yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2014,OAK,AL,gentrcr01,OF,1145000,2013,1,TEX,AL,106,246,39,69,12,4,2
2014,OAK,AL,puntoni01,SS,2750000,2013,1,LAN,NL,116,294,34,75,15,0,2
2014,OAK,AL,sogarer01,SS,510000,2013,1,OAK,AL,130,368,45,98,24,3,2
2014,SFN,NL,abreuto01,SS,745000,2013,1,SFN,NL,53,138,21,37,12,3,2
2014,SFN,NL,scutama01,2B,6666667,2013,1,SFN,NL,127,488,57,145,23,3,2
2014,SLN,NL,robinsh01,OF,519000,2013,1,SLN,NL,99,144,22,36,2,1,2
2014,TBA,AL,hanigry01,C,2750000,2013,1,CIN,NL,75,222,17,44,8,0,2
2014,TBA,AL,molinjo01,C,1750000,2013,1,TBA,AL,99,283,26,66,14,0,2
2014,CHA,AL,eatonad02,OF,511000,2013,1,ARI,NL,66,250,40,63,10,4,3
2014,CHN,NL,bonifem01,OF,2500000,2013,1,TOR,AL,94,262,33,57,16,1,3
2014,MIA,NL,hechaad01,SS,2200000,2013,1,MIA,NL,148,543,30,123,14,8,3
2014,MIA,NL,ozunama01,OF,505000,2013,1,MIA,NL,70,275,31,73,17,4,3
2014,MIA,NL,solando01,3B,511500,2013,1,MIA,NL,102,361,33,90,13,1,3
2014,MIN,AL,escobed01,SS,507500,2013,1,MIN,AL,66,165,23,39,5,2,3
2014,MIN,AL,schafjo02,OF,1090000,2013,1,ATL,NL,94,231,32,57,8,3,3
2014,MIN,AL,suzukku01,C,2750000,2013,1,WAS,NL,79,252,19,56,11,1,3
2014,NYA,AL,ryanbr01,SS,2000000,2013,1,SEA,AL,87,260,23,50,10,0,3
2014,NYN,NL,satinjo01,3B,506809,2013,1,NYN,NL,75,190,23,53,15,0,3
2014,OAK,AL,jasojo01,C,2300000,2013,1,OAK,AL,70,207,31,56,12,0,3
2014,PHI,NL,nixja01,SS,950000,2013,1,NYA,AL,87,267,32,63,9,1,3
2014,SFN,NL,blancgr01,OF,2525000,2013,1,SFN,NL,141,452,50,120,17,6,3
2014,SLN,NL,bourjpe01,OF,1200000,2013,1,LAA,AL,55,175,26,48,3,3,3
2014,TOR,AL,cabreme01,OF,8000000,2013,1,TOR,AL,88,344,39,96,15,2,3
2014,WAS,NL,espinda01,SS,540580,2013,1,WAS,NL,44,158,11,25,9,0,3
2014,CIN,NL,penabr01,C,875000,2013,1,DET,AL,71,229,19,68,11,0,4
2014,HOU,AL,gonzama01,SS,504500,2013,1,HOU,AL,72,204,22,45,8,0,4
2014,HOU,AL,grossro01,OF,504500,2013,1,HOU,AL,63,257,29,69,14,0,4
2014,HOU,AL,krausma01,OF,502300,2013,1,HOU,AL,52,134,11,28,9,0,4
2014,KCA,AL,cainlo01,OF,546000,2013,1,KCA,AL,115,399,54,100,21,3,4
2014,KCA,AL,escobal02,SS,3000000,2013,1,KCA,AL,158,607,57,142,20,4,4
2014,MIA,NL,lucased01,SS,510000,2013,1,MIA,NL,94,351,43,90,14,1,4
2014,MIA,NL,yelicch01,OF,505000,2013,1,MIA,NL,62,240,34,69,12,1,4
2014,MIL,NL,maldoma01,C,502000,2013,1,MIL,NL,67,183,13,31,7,1,4
2014,MIL,NL,schaflo01,OF,505000,2013,1,MIL,NL,134,298,29,63,15,3,4
2014,MIN,AL,herrmch01,OF,500000,2013,1,MIN,AL,57,157,16,32,7,0,4
2014,NYN,NL,lagarju01,OF,506636,2013,1,NYN,NL,121,392,35,95,21,5,4
2014,OAK,AL,vogtst01,C,502500,2013,1,OAK,AL,47,135,18,34,6,1,4
2014,PIT,NL,stewach01,C,1000000,2013,1,NYA,AL,109,294,28,62,6,0,4
2014,SDN,NL,cabreev01,SS,2450000,2013,1,SDN,NL,95,381,54,108,15,5,4
2014,SEA,AL,ackledu01,OF,1700000,2013,1,SEA,AL,113,384,40,97,18,2,4
2014,TEX,AL,andruel01,SS,6475000,2013,1,TEX,AL,156,620,91,168,17,4,4
2014,TEX,AL,rosalad01,SS,750000,2013,1,OAK,AL,51,136,11,26,5,0,4
2014,WAS,NL,moorety01,OF,507900,2013,1,WAS,NL,63,167,16,37,9,0,4
2014,WAS,NL,spande01,OF,6500000,2013,1,WAS,NL,153,610,75,170,28,11,4
2014,BAL,AL,loughda01,OF,510500,2013,1,KCA,AL,96,315,35,90,17,4,5
2014,CHA,AL,beckhgo01,SS,4175000,2013,1,CHA,AL,103,371,46,99,22,1,5
2014,CHA,AL,garciav01,OF,510000,2013,2,CHA,AL,42,161,19,49,4,2,5
2014,COL,NL,dickeco01,OF,500000,2013,1,COL,NL,69,194,32,51,13,5,5
2014,HOU,AL,altuvjo01,2B,1250000,2013,1,HOU,AL,152,626,64,177,31,2,5
2014,MIA,NL,mathije01,C,1500000,2013,1,MIA,NL,73,232,14,42,7,1,5
2014,MIN,AL,kubelja01,OF,2000000,2013,1,ARI,NL,89,241,21,53,8,1,5
2014,OAK,AL,callaal01,3B,4875000,2013,1,LAA,AL,86,294,32,74,13,0,5
2014,PHI,NL,ascheco01,3B,500000,2013,1,PHI,NL,50,162,18,38,8,1,5
2014,PHI,NL,ruizca01,C,8500000,2013,1,PHI,NL,92,310,30,83,16,0,5
2014,PIT,NL,barmecl01,SS,2000000,2013,1,PIT,NL,108,304,22,64,15,0,5
2014,PIT,NL,snidetr01,OF,1200000,2013,1,PIT,NL,111,261,28,56,12,2,5
2014,SDN,NL,amarial01,SS,511100,2013,1,SDN,NL,146,368,35,87,14,4,5
2014,SEA,AL,zuninmi01,C,504100,2013,1,SEA,AL,52,173,22,37,5,0,5
2014,SFN,NL,paganan01,OF,10250000,2013,1,SFN,NL,71,280,44,79,16,3,5
2014,SLN,NL,descada01,SS,1290000,2013,1,SLN,NL,123,328,43,78,25,1,5
2014,TBA,AL,rodrise01,SS,1475000,2013,1,TBA,AL,96,195,21,48,10,1,5
2014,TOR,AL,izturma01,SS,3000000,2013,1,TOR,AL,107,365,33,86,12,0,5
2014,WAS,NL,frandke01,3B,900000,2013,1,PHI,NL,119,252,27,59,10,1,5
2014,CHA,AL,ramiral03,SS,9500000,2013,1,CHA,AL,158,637,68,181,39,2,6
2014,CHN,NL,lakeju01,OF,502500,2013,1,CHN,NL,64,236,26,67,16,0,6
2014,CHN,NL,sweenry01,OF,1500000,2013,1,CHN,NL,70,192,19,51,13,2,6
2014,CLE,AL,bournmi01,OF,13500000,2013,1,CLE,AL,130,525,75,138,21,6,6
2014,COL,NL,blackch02,OF,501000,2013,1,COL,NL,82,246,35,76,17,2,6
2014,DET,AL,davisra01,OF,5000000,2013,1,TOR,AL,108,331,49,86,16,2,6
2014,DET,AL,kellydo01,OF,1000000,2013,1,DET,AL,112,216,33,48,6,1,6
2014,LAA,AL,aybarer01,SS,8500000,2013,1,LAA,AL,138,550,68,149,33,5,6
2014,LAN,NL,crawfca02,OF,20250000,2013,1,LAN,NL,116,435,62,123,30,3,6
2014,LAN,NL,kempma01,OF,21000000,2013,1,LAN,NL,73,263,35,71,15,0,6
2014,MIL,NL,gennesc01,2B,504000,2013,1,MIL,NL,69,213,29,69,11,2,6
2014,NYN,NL,reckean01,P,505340,2013,1,NYN,NL,50,135,17,29,7,0,6
2014,PHI,NL,galvifr01,SS,500000,2013,1,PHI,NL,70,205,13,48,5,4,6
2014,PHI,NL,rolliji01,SS,11000000,2013,1,PHI,NL,160,600,65,151,36,2,6
2014,PIT,NL,tabatjo01,OF,3000000,2013,1,PIT,NL,106,308,35,87,17,5,6
2014,SDN,NL,alonsyo01,OF,980000,2013,1,SDN,NL,97,334,34,94,11,0,6
2014,SEA,AL,morrilo01,1B,1750000,2013,1,MIA,NL,85,293,32,71,13,4,6
2014,SLN,NL,ellisma01,3B,5250000,2013,1,LAN,NL,126,433,46,117,13,2,6
2014,TBA,AL,dejesda01,OF,4250000,2013,1,CHN,NL,84,284,39,71,19,3,6
2014,TBA,AL,forsylo01,SS,509700,2013,1,SDN,NL,75,220,22,47,6,1,6
2014,ARI,NL,gregodi01,SS,506500,2013,1,ARI,NL,103,357,47,90,16,3,7
2014,CHN,NL,barneda01,2B,2300000,2013,1,CHN,NL,141,501,49,104,25,1,7
2014,COL,NL,rutlejo01,SS,501000,2013,1,COL,NL,88,285,45,67,6,1,7
2014,HOU,AL,corpoca01,C,505300,2013,1,HOU,AL,64,191,16,43,5,0,7
2014,LAA,AL,congeha01,C,517500,2013,1,LAA,AL,92,233,23,58,13,1,7
2014,MIN,AL,colabch01,OF,505000,2013,1,MIN,AL,55,160,14,31,3,0,7
2014,NYA,AL,suzukic01,OF,6500000,2013,1,NYA,AL,150,520,57,136,15,3,7
2014,NYN,NL,brownan02,OF,538045,2013,1,NYN,NL,68,150,16,34,5,0,7
2014,NYN,NL,grandcu01,OF,13000000,2013,1,NYA,AL,61,214,31,49,13,2,7
2014,PIT,NL,sanchga01,3B,2300000,2013,1,PIT,NL,136,264,29,67,18,0,7
2014,SLN,NL,jayjo02,OF,3250000,2013,1,SLN,NL,157,548,75,151,27,2,7
2014,WAS,NL,lobatjo01,C,900000,2013,1,TBA,AL,100,277,38,69,15,2,7
2014,WAS,NL,rendoan01,SS,1800000,2013,1,WAS,NL,98,351,40,93,23,1,7
2014,ARI,NL,polloaj01,OF,507000,2013,1,ARI,NL,137,443,64,119,28,5,8
2014,ARI,NL,rossco01,OF,9500000,2013,1,ARI,NL,94,317,33,88,17,1,8
2014,CHN,NL,castiwe01,C,530000,2013,1,CHN,NL,113,380,41,104,23,0,8
2014,COL,NL,barnebr02,OF,501000,2013,1,HOU,AL,136,408,46,98,17,1,8
2014,KCA,AL,aokino01,OF,1950000,2013,1,MIL,NL,155,597,80,171,20,3,8
2014,KCA,AL,valenda01,3B,1065000,2013,1,BAL,AL,52,161,20,49,14,1,8
2014,LAA,AL,calhoko01,OF,506000,2013,1,LAA,AL,58,195,29,55,7,2,8
2014,MIN,AL,hicksaa01,OF,507500,2013,1,MIN,AL,81,281,37,54,11,3,8
2014,NYA,AL,gardnbr01,OF,5600000,2013,1,NYA,AL,145,539,81,147,33,10,8
2014,NYA,AL,roberbr01,2B,2000000,2013,1,BAL,AL,77,265,33,66,12,1,8
2014,PIT,NL,mercejo03,SS,515500,2013,1,PIT,NL,103,333,33,95,22,2,8
2014,SDN,NL,blankky01,OF,988000,2013,1,SDN,NL,88,280,31,68,14,0,8
2014,SDN,NL,smithse01,OF,4500000,2013,1,OAK,AL,117,368,49,93,27,0,8
2014,SEA,AL,millebr02,SS,510100,2013,1,SEA,AL,76,306,41,81,11,6,8
2014,TEX,AL,martile01,OF,3750000,2013,1,TEX,AL,147,457,66,119,21,6,8
2014,ARI,NL,chaveer01,3B,3500000,2013,1,ARI,NL,80,228,28,64,14,2,9
2014,ATL,NL,uptonbj01,OF,13450000,2013,1,ATL,NL,126,391,30,72,14,0,9
2014,BOS,AL,carpmi01,OF,1400000,2013,1,BOS,AL,86,216,34,64,18,2,9
2014,BOS,AL,pedrodu01,2B,12500000,2013,1,BOS,AL,160,641,91,193,42,2,9
2014,CIN,NL,heisech01,OF,1760000,2013,1,CIN,NL,87,224,29,53,11,1,9
2014,CIN,NL,mesorde01,C,525000,2013,1,CIN,NL,103,323,31,77,13,0,9
2014,CLE,AL,avilemi01,SS,3500000,2013,1,CLE,AL,124,361,54,91,15,0,9
2014,HOU,AL,guzmaje01,OF,1300000,2013,1,SDN,NL,126,288,33,65,17,0,9
2014,LAA,AL,freesda01,3B,5050000,2013,1,SLN,NL,138,462,53,121,26,1,9
2014,MIA,NL,dietrde01,2B,501500,2013,1,MIA,NL,57,215,32,46,10,2,9
2014,MIL,NL,braunry02,OF,10000000,2013,1,MIL,NL,61,225,30,67,14,2,9
2014,MIN,AL,floripe01,SS,517500,2013,1,MIN,AL,134,403,44,89,17,0,9
2014,NYA,AL,ellsbja01,OF,21142857,2013,1,BOS,AL,134,577,92,172,31,8,9
2014,NYN,NL,davisik02,1B,3500000,2013,1,NYN,NL,103,317,37,65,14,0,9
2014,OAK,AL,norride01,C,505000,2013,1,OAK,AL,98,264,41,65,16,0,9
2014,SFN,NL,crawfbr01,SS,560000,2013,1,SFN,NL,149,499,52,124,24,3,9
2014,TBA,AL,escobyu01,SS,5000000,2013,1,TBA,AL,153,508,61,130,27,1,9
2014,TEX,AL,sotoge01,C,3050000,2013,1,TEX,AL,54,163,20,40,9,0,9
2014,TOR,AL,kratzer01,C,510200,2013,1,PHI,NL,68,197,21,42,7,0,9
2014,ARI,NL,parrage01,OF,4850000,2013,1,ARI,NL,156,601,79,161,43,4,10
2014,BAL,AL,flahery01,SS,512500,2013,1,BAL,AL,85,246,28,55,11,0,10
2014,BAL,AL,markani01,OF,15000000,2013,1,BAL,AL,160,634,89,172,24,0,10
2014,CHA,AL,flowety01,C,950000,2013,1,CHA,AL,84,256,24,50,11,0,10
2014,CHN,NL,castrst01,SS,5000000,2013,1,CHN,NL,161,666,59,163,34,2,10
2014,CLE,AL,brantmi02,OF,1500000,2013,1,CLE,AL,151,556,66,158,26,3,10
2014,COL,NL,arenano01,3B,500000,2013,1,COL,NL,133,486,49,130,29,4,10
2014,COL,NL,stubbdr01,OF,4100000,2013,1,CLE,AL,146,430,59,100,21,2,10
2014,KCA,AL,infanom01,2B,5000000,2013,1,DET,AL,118,453,54,144,24,3,10
2014,LAN,NL,ellisaj01,C,3550000,2013,1,LAN,NL,115,390,43,93,17,1,10
2014,MIL,NL,weeksri01,2B,11000000,2013,1,MIL,NL,104,350,40,73,20,1,10
2014,SDN,NL,denorch01,OF,2250000,2013,1,SDN,NL,144,473,67,132,21,2,10
2014,TOR,AL,reyesjo01,SS,16000000,2013,1,TOR,AL,93,382,58,113,20,0,10
2014,ARI,NL,hillaa01,2B,11000000,2013,1,ARI,NL,87,327,45,95,21,1,11
2014,ARI,NL,montemi01,C,10000000,2013,1,ARI,NL,116,413,44,95,14,0,11
2014,CLE,AL,chiselo01,3B,510800,2013,1,CLE,AL,94,289,30,65,17,0,11
2014,CLE,AL,gomesya01,C,550000,2013,1,CLE,AL,88,293,45,86,18,2,11
2014,DET,AL,avilaal01,C,4150000,2013,1,DET,AL,102,330,39,75,14,1,11
2014,LAA,AL,iannech01,C,4975000,2013,1,LAA,AL,115,325,40,73,15,0,11
2014,MIA,NL,bakerje03,OF,1600000,2013,1,TEX,AL,74,154,21,43,8,0,11
2014,MIL,NL,daviskh01,OF,503000,2013,1,MIL,NL,56,136,27,38,10,0,11
2014,MIN,AL,mauerjo01,C,23000000,2013,1,MIN,AL,113,445,62,144,35,0,11
2014,PHI,NL,howarry01,1B,25000000,2013,1,PHI,NL,80,286,34,76,20,2,11
2014,PHI,NL,maybejo02,OF,1587500,2013,1,PHI,NL,134,353,47,80,23,1,11
2014,SLN,NL,carpema01,OF,1000000,2013,1,SLN,NL,157,626,126,199,55,7,11
2014,SLN,NL,peraljh01,SS,15500000,2013,1,DET,AL,107,409,50,124,30,0,11
2014,TEX,AL,murphdo01,SS,825000,2013,1,CHN,NL,46,149,23,38,8,0,11
2014,TOR,AL,lawribr01,3B,516100,2013,1,TOR,AL,107,401,41,102,18,3,11
2014,ATL,NL,johnsch05,3B,4750000,2013,1,ATL,NL,142,514,54,165,34,0,12
2014,BOS,AL,navada01,OF,556500,2013,1,BOS,AL,134,458,77,139,29,0,12
2014,CHA,AL,konerpa01,1B,2500000,2013,1,CHA,AL,126,467,41,114,16,0,12
2014,CHN,NL,valbulu01,OF,1710000,2013,1,CHN,NL,108,331,34,72,15,1,12
2014,CIN,NL,cozarza01,SS,600000,2013,1,CIN,NL,151,567,74,144,30,3,12
2014,HOU,AL,fowlede01,OF,7350000,2013,1,COL,NL,119,415,71,109,18,3,12
2014,KCA,AL,moustmi01,3B,549000,2013,1,KCA,AL,136,472,42,110,26,0,12
2014,LAN,NL,ethiean01,OF,15500000,2013,1,LAN,NL,142,482,54,131,33,2,12
2014,LAN,NL,uribeju01,3B,6500000,2013,1,LAN,NL,132,388,47,108,22,2,12
2014,MIL,NL,ramirar01,3B,16000000,2013,1,MIL,NL,92,304,43,86,18,0,12
2014,MIL,NL,segurje01,SS,534000,2013,1,MIL,NL,146,588,74,173,20,10,12
2014,NYN,NL,youngch04,OF,7250000,2013,1,OAK,AL,107,335,46,67,18,3,12
2014,OAK,AL,reddijo01,OF,2700000,2013,1,OAK,AL,114,385,54,87,19,2,12
2014,PIT,NL,martest01,OF,500000,2013,1,PIT,NL,135,510,83,143,26,10,12
2014,SEA,AL,frankni01,SS,510200,2013,1,SEA,AL,102,369,38,83,20,1,12
2014,SEA,AL,jacksau01,OF,6000000,2013,1,DET,AL,129,552,99,150,30,7,12
2014,SEA,AL,saundmi01,OF,2300000,2013,1,SEA,AL,132,406,59,96,23,3,12
2014,SLN,NL,molinya01,C,15000000,2013,1,SLN,NL,136,505,68,161,44,0,12
2014,TBA,AL,zobribe01,SS,7000000,2013,1,TBA,AL,157,612,77,168,36,3,12
2014,TEX,AL,riosal01,OF,12500000,2013,1,CHA,AL,109,430,57,119,22,2,12
2014,WAS,NL,mclouna01,OF,5000000,2013,1,BAL,AL,146,531,76,137,31,4,12
2014,BAL,AL,hundlni01,C,4000000,2013,1,SDN,NL,114,373,35,87,19,0,13
2014,BOS,AL,craigal01,OF,2750000,2013,1,SLN,NL,134,508,71,160,29,2,13
2014,BOS,AL,drewst01,SS,10100000,2013,1,BOS,AL,124,442,57,112,29,8,13
2014,BOS,AL,gomesjo01,OF,5000000,2013,1,BOS,AL,116,312,49,77,17,0,13
2014,CHA,AL,gillaco01,3B,512000,2013,1,CHA,AL,134,408,46,100,14,3,13
2014,CLE,AL,murphda07,P,5500000,2013,1,TEX,AL,142,436,51,96,26,1,13
2014,DET,AL,kinslia01,2B,16000000,2013,1,TEX,AL,136,545,85,151,31,2,13
2014,KCA,AL,perezsa02,C,1500000,2013,1,KCA,AL,138,496,48,145,25,3,13
2014,LAA,AL,kendrho01,OF,9350000,2013,1,LAA,AL,122,478,55,142,21,4,13
2014,NYN,NL,murphda08,2B,5700000,2013,1,NYN,NL,161,658,92,188,38,4,13
2014,SDN,NL,headlch01,3B,10525000,2013,1,SDN,NL,141,520,59,130,35,2,13
2014,SDN,NL,quentca01,OF,9500000,2013,1,SDN,NL,82,276,42,76,21,0,13
2014,SFN,NL,morsemi01,OF,6000000,2013,1,SEA,AL,76,283,31,64,13,0,13
2014,TBA,AL,loneyja01,1B,1000000,2013,1,TBA,AL,158,549,54,164,33,0,13
2014,TBA,AL,myerswi01,OF,504200,2013,1,TBA,AL,88,335,50,98,23,0,13
2014,TOR,AL,navardi01,C,3000000,2013,1,CHN,NL,89,240,31,72,7,0,13
