yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,OBP,SLG,Catcher,Infielder,PA
2016,PIT,NL,martest01,OF,3333333,2015,PIT,NL,153,579,84,166,30,2,19,81,30,10,27,123,3,19,3,5,14,0.335,0.444,0,0,636
2016,PIT,NL,mccutan01,OF,13208333,2015,PIT,NL,157,566,91,165,36,3,23,96,11,5,98,133,12,12,0,9,9,0.401,0.488,0,0,697
2016,KCA,AL,moralke01,1B,9000000,2015,KCA,AL,158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24,0.362,0.485,0,0,643
2016,CLE,AL,brantmi02,OF,7375000,2015,CLE,AL,137,529,68,164,45,0,15,84,15,1,60,51,8,2,0,5,14,0.379,0.480,0,0,604
2016,CHN,NL,rizzoan01,1B,5285714,2015,CHN,NL,160,586,94,163,38,3,31,101,17,6,78,105,9,30,0,7,9,0.387,0.512,0,0,710
2016,TBA,AL,longoev01,3B,12600018,2015,TBA,AL,160,604,74,163,35,1,21,73,3,1,51,132,8,6,0,9,11,0.328,0.435,0,1,678
2016,TEX,AL,beltrad01,3B,18000000,2015,TEX,AL,143,567,83,163,32,4,18,83,1,0,41,65,4,3,0,8,18,0.334,0.453,0,1,623
2016,TOR,AL,pillake01,OF,521100,2015,TOR,AL,159,586,76,163,31,2,12,56,25,4,28,85,1,5,4,5,9,0.312,0.399,0,0,629
2016,LAA,AL,calhoko01,OF,3400000,2015,LAA,AL,159,630,78,161,23,2,26,83,4,1,45,164,1,5,2,4,6,0.308,0.422,0,0,687
2016,ATL,NL,aybarer01,SS,8500000,2015,LAA,AL,156,597,74,161,30,1,3,44,15,6,25,73,1,4,7,5,12,0.298,0.338,0,1,639
2016,CHN,NL,heywaja01,OF,19555288,2015,SLN,NL,154,547,79,160,33,4,13,60,23,3,56,90,4,2,0,3,13,0.359,0.439,0,0,612
2016,SLN,NL,peraljh01,SS,12500000,2015,SLN,NL,155,579,64,159,26,1,17,71,1,4,50,111,6,5,0,6,23,0.334,0.411,0,1,646
2016,ATL,NL,inciaen01,OF,523000,2015,ARI,NL,132,524,73,159,27,5,6,45,21,10,26,58,0,4,2,5,8,0.337,0.408,0,0,561
2016,CHA,AL,frazito01,3B,8250000,2015,CIN,NL,157,619,82,158,43,1,35,89,13,8,44,137,3,7,1,7,19,0.308,0.498,0,1,681
2016,SDN,NL,kempma01,OF,21500000,2015,SDN,NL,154,596,80,158,31,3,23,100,12,2,39,147,0,5,0,8,17,0.312,0.443,0,0,648
2016,LAN,NL,gonzaad01,1B,21000000,2015,LAN,NL,156,571,76,157,33,0,28,90,0,1,62,107,10,6,0,3,21,0.350,0.480,0,0,652
2016,MIN,AL,mauerjo01,1B,23000000,2015,MIN,AL,158,592,69,157,34,2,10,66,2,1,67,112,12,1,1,5,22,0.338,0.380,0,0,678
2016,KCA,AL,escobal02,SS,5250000,2015,KCA,AL,148,612,76,157,20,5,3,47,17,5,26,75,1,8,11,5,10,0.289,0.320,0,1,663
2016,SLN,NL,carpema01,3B,6500000,2015,SLN,NL,154,574,101,156,44,3,28,84,4,3,81,151,5,6,0,4,5,0.365,0.505,0,1,670
2016,KCA,AL,moustmi01,3B,5600000,2015,KCA,AL,147,549,73,156,34,1,22,82,1,2,43,76,1,13,4,5,14,0.345,0.470,0,1,615
2016,CHN,NL,bryankr01,OF,652000,2015,CHN,NL,151,559,87,154,31,5,26,99,13,4,77,199,0,9,0,5,7,0.369,0.488,0,0,650
2016,TEX,AL,andruel01,SS,15333333,2015,TEX,AL,160,596,69,154,34,2,7,62,25,9,46,78,1,2,8,9,14,0.306,0.357,0,1,662
2016,TEX,AL,choosh01,OF,20000000,2015,TEX,AL,149,555,94,153,32,3,22,82,4,2,76,147,1,15,2,5,7,0.374,0.463,0,0,654
2016,OAK,AL,burnsbi02,OF,512500,2015,OAK,AL,125,520,70,153,18,9,5,42,26,8,26,81,1,6,1,2,5,0.333,0.392,0,0,556
2016,TBA,AL,forsylo01,3B,2250000,2015,TBA,AL,153,540,69,152,33,2,17,68,9,4,55,111,2,14,0,6,12,0.359,0.444,0,1,617
2016,PIT,NL,polangr01,OF,535000,2015,PIT,NL,153,593,83,152,35,6,9,52,27,10,55,121,6,1,1,2,5,0.319,0.381,0,0,658
2016,BAL,AL,davisch02,OF,21268890,2015,BAL,AL,160,573,100,150,31,0,47,117,2,3,84,208,6,8,0,5,6,0.361,0.562,0,0,676
2016,COL,NL,gonzaca01,OF,17428571,2015,COL,NL,153,554,87,150,25,2,40,97,2,0,46,133,6,1,1,6,11,0.324,0.540,0,0,614
2016,NYN,NL,grandcu01,OF,16000000,2015,NYN,NL,157,580,98,150,33,2,26,70,11,6,91,151,3,7,0,4,3,0.364,0.457,0,0,685
2016,NYA,AL,headlch01,3B,13000000,2015,NYA,AL,156,580,74,150,29,1,11,62,0,2,51,135,0,7,0,4,17,0.324,0.369,0,1,642
2016,CHN,NL,fowlede01,OF,8000000,2015,CHN,NL,156,596,102,149,29,8,17,46,20,7,84,154,1,5,2,3,4,0.345,0.411,0,0,691
2016,MIN,AL,doziebr01,2B,3000000,2015,MIN,AL,157,628,101,148,39,4,28,77,12,4,61,148,2,7,0,8,10,0.307,0.444,0,1,706
2016,NYA,AL,gardnbr01,OF,13500000,2015,NYA,AL,151,571,94,148,26,3,16,66,20,5,68,135,1,6,8,3,8,0.338,0.399,0,0,657
2016,LAA,AL,pujolal01,3B,25000000,2015,LAA,AL,157,602,85,147,22,0,40,95,5,3,50,72,10,6,0,3,15,0.307,0.480,0,1,671
2016,BAL,AL,jonesad01,OF,16329674,2015,BAL,AL,137,546,74,147,25,3,27,82,3,1,24,102,3,8,0,3,21,0.308,0.474,0,0,584
2016,PHI,NL,herreod01,OF,528000,2015,PHI,NL,147,495,64,147,30,3,8,41,16,8,28,129,0,8,5,1,6,0.341,0.418,0,0,537
2016,PHI,NL,galvifr01,SS,2000000,2015,PHI,NL,151,559,63,147,14,5,7,50,10,1,30,103,1,3,7,4,11,0.299,0.343,0,1,604
2016,TOR,AL,encared01,1B,10000000,2015,TOR,AL,146,528,94,146,31,0,39,111,3,2,77,98,5,9,0,10,14,0.372,0.557,0,0,629
2016,CHA,AL,lawribr01,3B,4125000,2015,OAK,AL,149,562,64,146,29,3,16,60,5,2,28,144,1,5,3,4,8,0.297,0.407,0,1,603
2016,NYN,NL,walkene01,2B,10550000,2015,PIT,NL,151,543,69,146,32,3,16,71,4,1,44,110,5,8,0,8,9,0.328,0.427,0,1,608
2016,SLN,NL,wongko01,2B,1250000,2015,SLN,NL,150,557,71,146,28,4,11,61,15,8,36,95,2,15,0,5,10,0.321,0.386,0,1,615
2016,DET,AL,cabremi01,1B,28000000,2015,DET,AL,119,429,64,145,28,1,18,76,1,1,77,82,15,3,0,2,19,0.440,0.534,0,0,526
2016,NYA,AL,castrst01,SS,7857142,2015,CHN,NL,151,547,52,145,23,2,11,69,5,5,21,91,6,5,1,4,18,0.296,0.375,0,1,584
2016,SDN,NL,ramiral03,SS,3000000,2015,CHA,AL,154,583,54,145,33,0,10,62,17,7,31,68,2,1,1,6,18,0.285,0.357,0,1,624
2016,BOS,AL,ortizda01,1B,16000000,2015,BOS,AL,146,528,73,144,37,0,37,108,0,1,77,95,16,0,0,9,16,0.360,0.553,0,0,630
2016,MIL,NL,braunry02,OF,19315013,2015,MIL,NL,140,506,87,144,27,3,25,84,24,4,54,115,4,4,0,3,20,0.356,0.498,0,0,571
2016,ARI,NL,peralda01,OF,529600,2015,ARI,NL,149,462,61,144,26,10,17,78,9,4,44,107,2,4,0,7,7,0.371,0.522,0,0,519
2016,MIA,NL,pradoma01,3B,11000000,2015,MIA,NL,129,500,52,144,22,2,9,63,1,0,37,68,4,5,1,8,9,0.338,0.394,0,1,555
2016,ARI,NL,segurje01,SS,2600000,2015,MIL,NL,142,560,57,144,16,5,6,50,25,6,13,93,2,6,3,2,14,0.279,0.336,0,1,586
2016,OAK,AL,reddijo01,OF,6575000,2015,OAK,AL,149,526,67,143,25,4,20,77,10,2,49,65,1,0,1,2,7,0.332,0.449,0,0,579
2016,OAK,AL,semiema01,SS,512500,2015,OAK,AL,155,556,65,143,23,7,15,45,11,5,42,132,1,1,1,1,16,0.309,0.405,0,1,602
2016,MIA,NL,yelicch01,OF,1000000,2015,MIA,NL,126,476,63,143,30,2,7,44,16,5,47,101,2,2,0,0,13,0.366,0.416,0,0,527
2016,SDN,NL,solarya01,3B,525500,2015,SDN,NL,152,526,63,142,33,4,14,63,1,0,34,56,0,6,2,3,15,0.319,0.428,0,1,571
2016,CHA,AL,garciav01,OF,2100000,2015,CHA,AL,148,553,66,142,17,2,13,59,7,7,36,141,3,8,0,4,13,0.309,0.365,0,0,604
2016,LAA,AL,simmoan01,SS,6000000,2015,ATL,NL,147,535,60,142,23,2,4,44,5,3,39,48,6,6,1,2,19,0.321,0.338,0,1,589
2016,MIN,AL,plouftr01,3B,7250000,2015,MIN,AL,152,573,74,140,35,4,22,86,2,1,50,124,0,4,1,4,28,0.307,0.435,0,1,632
2016,DET,AL,casteni01,3B,536500,2015,DET,AL,154,549,42,140,33,6,15,73,0,3,39,152,1,1,0,6,21,0.303,0.419,0,1,596
2016,WAS,NL,murphda08,3B,8000000,2015,NYN,NL,130,499,56,140,38,2,14,73,2,2,31,38,10,2,0,6,15,0.322,0.449,0,1,548
2016,HOU,AL,gattiev01,OF,3300000,2015,HOU,AL,153,566,66,139,20,11,27,88,0,1,30,119,3,3,0,5,13,0.285,0.463,0,0,607
2016,SEA,AL,lindad01,1B,8000000,2015,MIL,NL,149,502,72,139,32,0,20,87,0,0,66,100,11,1,0,3,7,0.360,0.460,0,0,583
2016,NYA,AL,gregodi01,SS,2425000,2015,NYA,AL,155,525,57,139,24,2,9,56,5,3,33,85,0,11,3,6,4,0.317,0.370,0,1,578
2016,KCA,AL,perezsa02,C,2000000,2015,KCA,AL,142,531,52,138,25,0,21,70,1,0,13,82,4,4,0,5,23,0.280,0.426,1,0,557
2016,SFN,NL,beltbr01,OF,6200000,2015,SFN,NL,137,492,73,138,33,5,18,68,9,3,56,147,2,4,0,4,3,0.356,0.478,0,0,558
2016,LAN,NL,kendrho01,2B,9540378,2015,LAN,NL,117,464,64,137,22,2,9,54,6,2,27,82,1,2,1,1,17,0.335,0.409,0,1,496
2016,TOR,AL,bautijo02,OF,14000000,2015,TOR,AL,153,543,108,136,29,3,40,114,8,2,110,106,2,5,0,8,19,0.377,0.536,0,0,668
2016,DET,AL,uptonju01,OF,22125000,2015,SDN,NL,150,542,85,136,26,3,26,81,19,5,68,159,5,4,0,5,10,0.336,0.454,0,0,624
2016,TEX,AL,desmoia01,SS,8000000,2015,WAS,NL,156,583,69,136,27,2,19,62,13,5,45,187,0,3,6,4,9,0.287,0.384,0,1,641
2016,OAK,AL,butlebi03,1B,11666667,2015,OAK,AL,151,538,63,135,28,1,15,65,0,0,52,101,4,7,0,4,26,0.323,0.390,0,0,605
2016,DET,AL,maybica01,OF,8000000,2015,ATL,NL,141,505,65,135,18,2,10,59,23,6,45,102,1,1,1,3,16,0.326,0.370,0,0,556
2016,NYN,NL,cabreas01,SS,8250000,2015,TBA,AL,143,505,66,134,28,5,15,58,6,3,36,107,4,3,1,6,14,0.314,0.430,0,1,555
2016,SFN,NL,paganan01,OF,11250000,2015,SFN,NL,133,512,55,134,21,3,3,37,12,4,32,93,0,1,0,6,12,0.303,0.332,0,0,551
2016,TBA,AL,kiermke01,OF,514400,2015,TBA,AL,151,505,62,133,25,12,10,40,18,5,24,95,0,2,2,2,7,0.297,0.420,0,0,535
2016,PIT,NL,cervefr01,C,3500000,2015,PIT,NL,130,451,56,133,17,5,7,43,1,1,46,94,1,8,4,1,12,0.367,0.401,1,0,511
2016,NYA,AL,beltrca01,OF,15000000,2015,NYA,AL,133,478,57,132,34,1,19,67,0,0,45,85,2,2,0,6,12,0.337,0.471,0,0,533
2016,MIA,NL,hechaad01,SS,2625000,2015,MIA,NL,130,470,54,132,17,6,5,48,7,2,23,78,4,2,0,4,18,0.315,0.374,0,1,503
2016,SLN,NL,molinya01,C,14200000,2015,SLN,NL,136,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16,0.309,0.350,1,0,533
2016,NYA,AL,rodrial01,3B,21000000,2015,NYA,AL,151,523,83,131,22,1,33,86,4,0,84,145,5,6,0,7,17,0.356,0.486,0,1,625
2016,CIN,NL,bruceja01,OF,12541666,2015,CIN,NL,157,580,72,131,35,4,26,87,9,5,58,145,8,2,0,9,10,0.294,0.434,0,0,657
2016,TEX,AL,morelmi01,1B,5700000,2015,TEX,AL,132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9,0.330,0.482,0,0,517
2016,SFN,NL,crawfbr01,SS,6000000,2015,SFN,NL,143,507,65,130,33,4,21,84,6,4,39,119,9,11,0,4,18,0.321,0.462,0,1,570
2016,SDN,NL,norride01,C,2925000,2015,SDN,NL,147,515,65,129,33,2,14,62,4,1,35,131,1,6,0,1,5,0.305,0.404,1,0,558
2016,CLE,AL,santaca01,1B,8450000,2015,CLE,AL,154,550,72,127,29,2,19,85,11,3,108,122,8,3,0,5,20,0.357,0.395,0,0,674
2016,NYN,NL,florewi01,SS,526014,2015,NYN,NL,137,483,55,127,22,0,16,59,0,1,19,63,2,4,2,2,12,0.294,0.408,0,1,512
2016,BOS,AL,holtbr01,SS,606000,2015,BOS,AL,129,454,56,127,27,6,2,45,8,1,46,97,0,3,4,2,7,0.346,0.379,0,1,509
2016,ATL,NL,peterja01,2B,520500,2015,ATL,NL,152,528,55,126,23,5,6,52,12,10,56,120,4,3,7,3,5,0.310,0.335,0,1,601
2016,DET,AL,iglesjo01,SS,2100000,2015,DET,AL,120,416,44,125,17,3,2,23,11,8,25,44,2,6,4,3,10,0.344,0.370,0,1,456
2016,DET,AL,gosean01,OF,525000,2015,DET,AL,140,485,73,123,24,8,5,26,23,11,45,145,0,3,2,0,11,0.320,0.367,0,0,535
2016,LAA,AL,giavojo01,SS,532500,2015,LAA,AL,129,453,51,123,25,5,4,49,2,1,32,59,0,2,9,6,7,0.313,0.375,0,1,502
2016,CLE,AL,lindofr01,SS,540300,2015,CLE,AL,99,390,50,122,22,4,12,51,12,2,27,69,0,1,13,7,12,0.342,0.482,0,1,438
2016,ATL,NL,pierzaj01,C,3000000,2015,ATL,NL,113,407,38,122,24,1,9,49,0,2,19,37,2,7,0,3,19,0.339,0.430,1,0,438
2016,PIT,NL,kangju01,SS,2500000,2015,PIT,NL,126,421,60,121,24,2,15,58,5,4,28,99,0,17,0,1,10,0.355,0.461,0,1,467
2016,MIN,AL,rosared01,OF,542500,2015,MIN,AL,122,453,60,121,18,15,13,50,11,6,15,118,3,0,3,3,5,0.287,0.459,0,0,477
2016,PIT,NL,harrijo05,OF,5250000,2015,PIT,NL,114,418,57,120,29,1,4,28,10,8,19,71,1,7,3,2,4,0.325,0.390,0,0,450
2016,MIA,NL,ozunama01,OF,570000,2015,MIA,NL,123,459,47,119,27,0,10,44,2,3,30,110,1,3,0,2,10,0.308,0.383,0,0,495
2016,SFN,NL,panikjo01,2B,545000,2015,SFN,NL,100,382,59,119,27,2,8,37,3,2,38,42,0,5,3,4,7,0.375,0.455,0,1,432
2016,NYN,NL,cespeyo01,OF,27328046,2015,DET,AL,102,403,62,118,28,2,18,61,3,4,19,87,2,1,0,4,9,0.323,0.506,0,0,429
2016,ARI,NL,owingch01,SS,530500,2015,ARI,NL,147,515,59,117,27,5,4,43,16,4,26,144,3,1,7,3,9,0.261,0.322,0,1,555
2016,OAK,AL,vogtst01,1B,527500,2015,OAK,AL,136,445,58,116,21,3,18,71,0,2,56,97,6,2,0,8,9,0.341,0.443,0,0,517
2016,LAN,NL,ethiean01,OF,18000000,2015,LAN,NL,142,395,54,116,20,7,14,53,2,3,43,75,2,4,0,3,11,0.366,0.486,0,0,447
2016,CHA,AL,rolliji01,SS,2000000,2015,LAN,NL,144,517,71,116,24,3,13,41,12,8,44,86,0,0,1,1,12,0.284,0.358,0,1,563
2016,NYA,AL,ellsbja01,OF,21142857,2015,NYA,AL,111,452,66,116,15,2,7,33,21,9,35,86,1,7,1,3,6,0.317,0.345,0,0,499
2016,NYN,NL,dudalu01,1B,6725000,2015,NYN,NL,135,471,67,115,33,0,27,73,0,2,66,138,7,14,0,3,12,0.352,0.486,0,0,561
2016,ATL,NL,freemfr01,1B,12359375,2015,ATL,NL,118,416,62,115,27,0,18,66,3,1,56,98,4,7,0,2,6,0.370,0.471,0,0,485
2016,CHN,NL,russead02,SS,527000,2015,CHN,NL,142,475,60,115,29,1,13,54,4,3,42,149,2,3,1,2,8,0.306,0.389,0,1,525
2016,BOS,AL,sandopa01,3B,17600000,2015,BOS,AL,126,470,43,115,25,1,10,47,0,0,25,73,1,7,1,2,14,0.291,0.366,0,1,506
2016,MIA,NL,realmjt01,C,532500,2015,MIA,NL,126,441,49,114,21,7,10,47,8,4,19,70,2,2,1,4,11,0.289,0.406,1,0,469
2016,CHA,AL,jacksau01,OF,5000000,2015,SEA,AL,107,419,46,114,18,3,8,38,15,9,24,107,0,1,3,1,4,0.310,0.387,0,0,448
2016,NYN,NL,lagarju01,OF,2500000,2015,NYN,NL,143,441,47,114,16,5,6,41,7,3,16,87,2,4,1,3,6,0.288,0.358,0,0,467
2016,LAN,NL,turneju01,SS,5100000,2015,LAN,NL,126,385,55,113,26,1,16,60,5,2,36,71,1,13,1,4,10,0.369,0.491,0,1,440
2016,TBA,AL,millebr02,SS,527600,2015,SEA,AL,144,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7,0.326,0.402,0,1,497
2016,OAK,AL,canhama01,OF,512500,2015,OAK,AL,124,441,61,112,22,3,16,70,7,2,33,96,0,8,0,3,9,0.315,0.426,0,0,485
2016,TEX,AL,odorro01,2B,522700,2015,TEX,AL,120,426,54,111,21,9,16,61,6,7,23,79,2,14,2,5,3,0.315,0.465,0,1,472
2016,BOS,AL,pedrodu01,2B,12642511,2015,BOS,AL,93,381,46,111,19,1,12,42,2,2,38,51,1,2,1,3,6,0.355,0.441,0,1,426
2016,ARI,NL,tomasya01,OF,7500000,2015,ARI,NL,118,406,40,111,19,3,9,48,5,2,17,110,0,2,0,1,16,0.305,0.401,0,0,426
2016,TEX,AL,deshide02,OF,517300,2015,TEX,AL,121,425,83,111,22,10,2,37,25,8,53,101,1,3,7,4,1,0.339,0.374,0,0,493
2016,OAK,AL,coghlch01,OF,4800000,2015,CHN,NL,148,440,64,110,25,6,16,41,11,2,58,94,6,3,1,1,8,0.340,0.443,0,0,509
2016,COL,NL,hundlni01,C,3150000,2015,COL,NL,103,366,45,110,21,5,10,43,5,6,21,76,0,1,0,1,8,0.339,0.467,1,0,389
2016,PHI,NL,hernace02,SS,525000,2015,PHI,NL,127,405,57,110,20,4,1,35,19,5,40,86,1,2,4,1,6,0.336,0.348,0,1,453
2016,WAS,NL,ramoswi01,C,5350000,2015,WAS,NL,128,475,41,109,16,0,15,68,0,0,21,101,2,0,0,8,16,0.258,0.358,1,0,506
2016,PIT,NL,freesda01,3B,3000000,2015,LAA,AL,121,424,53,109,27,0,14,56,1,1,31,107,0,12,0,3,12,0.323,0.420,0,1,470
2016,WAS,NL,reverbe01,OF,6250000,2015,PHI,NL,96,366,49,109,13,6,1,26,24,5,19,36,0,1,2,0,4,0.332,0.374,0,0,388
2016,NYA,AL,mccanbr01,C,17000000,2015,NYA,AL,135,465,68,108,15,1,26,94,0,0,52,97,3,11,0,7,7,0.320,0.437,1,0,538
2016,HOU,AL,correca01,SS,516700,2015,HOU,AL,99,387,52,108,22,1,22,68,14,4,40,78,2,1,0,4,10,0.345,0.512,0,1,434
2016,WAS,NL,taylomi02,OF,524000,2015,WAS,NL,138,472,49,108,15,2,14,63,16,3,35,158,9,1,1,2,5,0.282,0.358,0,0,520
2016,DET,AL,martivi01,1B,18000000,2015,DET,AL,120,440,39,108,20,0,11,64,0,0,31,52,8,7,0,7,18,0.301,0.366,0,0,493
2016,MIA,NL,bourju01,1B,537500,2015,MIA,NL,129,409,42,107,20,0,23,73,0,0,34,101,3,2,0,1,19,0.321,0.479,0,0,449
2016,HOU,AL,springe01,OF,522400,2015,HOU,AL,102,388,59,107,19,2,16,41,16,4,50,109,0,8,2,3,4,0.366,0.459,0,0,451
2016,TOR,AL,colabch01,OF,521300,2015,TOR,AL,101,333,55,107,19,1,15,54,2,0,22,96,0,3,0,2,12,0.367,0.520,0,0,360
2016,MIN,AL,escobed01,SS,2150000,2015,MIN,AL,127,409,48,107,31,4,12,58,2,3,28,86,1,2,2,5,7,0.307,0.445,0,1,447
2016,BAL,AL,alvarpe01,1B,5731704,2015,PIT,NL,150,437,60,106,18,0,27,77,2,0,48,131,9,2,0,4,6,0.318,0.469,0,0,500
2016,TOR,AL,martiru01,C,15000000,2015,TOR,AL,129,441,76,106,23,2,23,77,4,5,53,106,1,8,0,5,22,0.329,0.458,1,0,508
2016,COL,NL,parrage01,OF,8000000,2015,MIL,NL,100,323,53,106,24,5,9,31,9,3,20,57,2,3,1,4,7,0.368,0.517,0,0,353
2016,DET,AL,mccanja02,C,519500,2015,DET,AL,114,401,32,106,18,5,7,41,0,1,16,90,0,3,4,1,17,0.294,0.387,1,0,425
2016,SLN,NL,gyorkje01,SS,4000000,2015,SDN,NL,128,421,34,104,15,0,16,57,0,1,27,107,1,5,0,5,13,0.297,0.397,0,1,459
2016,CIN,NL,suareeu01,SS,545000,2015,CIN,NL,97,372,42,104,19,2,13,48,4,1,17,94,0,3,4,2,7,0.312,0.446,0,1,398
2016,PHI,NL,ascheco01,OF,530000,2015,PHI,NL,129,425,41,104,22,3,12,39,1,2,26,111,3,4,0,1,4,0.294,0.395,0,0,459
2016,MIN,AL,suzukku01,C,6000000,2015,MIN,AL,131,433,36,104,17,0,5,50,0,0,29,59,4,7,6,4,14,0.292,0.314,1,0,483
2016,HOU,AL,rasmuco01,OF,15800000,2015,HOU,AL,137,432,67,103,23,2,25,61,2,1,47,154,0,2,1,3,6,0.313,0.475,0,0,485
2016,TBA,AL,morrilo01,OF,4200000,2015,SEA,AL,146,457,47,103,15,3,17,54,8,4,47,81,5,4,1,2,7,0.301,0.383,0,0,516
2016,SEA,AL,aokino01,OF,5500000,2015,SFN,NL,93,355,42,102,12,3,5,26,14,5,30,25,0,6,1,0,8,0.352,0.380,0,0,392
