yearID_x,teamID_x,lgID_x,playerID,POS,salary
2016,NYA,AL,ackledu01,OF,3200000
2016,PHI,NL,altheaa01,OF,515500
2016,SEA,AL,aokino01,OF,5500000
2016,PHI,NL,ascheco01,OF,530000
2016,COL,NL,barnebr02,OF,1000000
2016,CIN,NL,barnhtu01,OF,517500
2016,TOR,AL,bautijo02,OF,14000000
2016,SFN,NL,beltbr01,OF,6200000
2016,NYA,AL,beltrca01,OF,15000000
2016,BOS,AL,bettsmo01,OF,566000
2016,COL,NL,blackch02,OF,3500000
2016,SFN,NL,blancgr01,OF,3900000
2016,PHI,NL,bourjpe01,OF,2000000
2016,BOS,AL,bradlja02,OF,546500
2016,CLE,AL,brantmi02,OF,7375000
2016,MIL,NL,braunry02,OF,19315013
2016,CIN,NL,bruceja01,OF,12541666
2016,CHN,NL,bryankr01,OF,652000
2016,OAK,AL,burnsbi02,OF,512500
2016,CLE,AL,byrdma01,OF,1000000
2016,CHA,AL,cabreme01,OF,14000000
2016,KCA,AL,cainlo01,OF,6500000
2016,LAA,AL,calhoko01,OF,3400000
2016,NYN,NL,campber01,OF,513308
2016,OAK,AL,canhama01,OF,512500
2016,TOR,AL,carreez01,OF,521800
2016,BOS,AL,castiru01,OF,11400000
2016,NYN,NL,cespeyo01,OF,27328046
2016,CLE,AL,chiselo01,OF,2725000
2016,TEX,AL,choosh01,OF,20000000
2016,OAK,AL,coghlch01,OF,4800000
2016,TOR,AL,colabch01,OF,521300
2016,DET,AL,collity01,OF,510500
2016,NYN,NL,confomi01,OF,517246
2016,TBA,AL,congeha01,OF,1500000
2016,LAN,NL,crawfca02,OF,20750000
2016,SEA,AL,cruzne02,OF,14250000
2016,BAL,AL,davisch02,OF,21268890
2016,OAK,AL,daviskh01,OF,524500
2016,CLE,AL,davisra01,OF,5250000
2016,NYN,NL,deazaal01,OF,5750000
2016,TEX,AL,deshide02,OF,517300
2016,TBA,AL,dickeco01,OF,522900
2016,MIA,NL,dietrde01,OF,522500
2016,KCA,AL,dysonja01,OF,1725000
2016,CHA,AL,eatonad02,OF,2750000
2016,NYA,AL,ellsbja01,OF,21142857
2016,LAN,NL,ethiean01,OF,18000000
2016,CHN,NL,fowlede01,OF,8000000
2016,OAK,AL,fuldsa01,OF,1925000
2016,ATL,NL,garciad01,OF,508750
2016,CHA,AL,garciav01,OF,2100000
2016,NYA,AL,gardnbr01,OF,13500000
2016,HOU,AL,gattiev01,OF,3300000
2016,HOU,AL,gomezca01,OF,9000000
2016,COL,NL,gonzaca01,OF,17428571
2016,KCA,AL,gordoal01,OF,12000000
2016,DET,AL,gosean01,OF,525000
2016,NYN,NL,grandcu01,OF,16000000
2016,SLN,NL,grichra01,OF,520000
2016,LAN,NL,guerral01,OF,7500000
2016,SEA,AL,gutiefr01,OF,1500000
2016,TBA,AL,guyerbr01,OF,1185000
2016,CIN,NL,hamilbi02,OF,570000
2016,TEX,AL,hamiljo03,OF,24000000
2016,WAS,NL,harpebr03,OF,5000000
2016,PIT,NL,harrijo05,OF,5250000
2016,PHI,NL,herreod01,OF,528000
2016,CHN,NL,heywaja01,OF,19555288
2016,NYA,AL,hicksaa01,OF,574000
2016,SLN,NL,hollima01,OF,17000000
2016,KCA,AL,hosmeer01,OF,8250000
2016,ATL,NL,inciaen01,OF,523000
2016,CHA,AL,jacksau01,OF,5000000
2016,PIT,NL,jasojo01,OF,4000000
2016,SDN,NL,jayjo02,OF,6225000
2016,BAL,AL,jonesad01,OF,16329674
2016,PIT,NL,joycema01,OF,1000000
2016,SDN,NL,kempma01,OF,21500000
2016,TBA,AL,kiermke01,OF,514400
2016,NYN,NL,lagarju01,OF,2500000
2016,HOU,AL,marisja01,OF,519500
2016,ATL,NL,markani01,OF,11000000
2016,PIT,NL,martest01,OF,3333333
2016,DET,AL,martijd02,OF,6750000
2016,SEA,AL,martile01,OF,4150000
2016,DET,AL,maybica01,OF,8000000
2016,PIT,NL,mccutan01,OF,13208333
2016,TBA,AL,morrilo01,OF,4200000
2016,SLN,NL,mossbr01,OF,8250000
2016,SDN,NL,myerswi01,OF,523900
2016,CLE,AL,napolmi01,OF,7000000
2016,KCA,AL,orlanpa01,OF,514250
2016,MIA,NL,ozunama01,OF,570000
2016,SFN,NL,paganan01,OF,11250000
2016,BAL,AL,paredji01,OF,520000
2016,COL,NL,parrage01,OF,8000000
2016,COL,NL,paulsbe01,OF,512500
2016,TBA,AL,pearcst01,OF,4750000
2016,LAN,NL,pederjo01,OF,520000
2016,SFN,NL,pencehu01,OF,18700000
2016,ARI,NL,peralda01,OF,529600
2016,SLN,NL,phamth01,OF,510000
2016,TOR,AL,pillake01,OF,521100
2016,SLN,NL,piscost01,OF,512500
2016,PIT,NL,polangr01,OF,535000
2016,ARI,NL,polloaj01,OF,3500000
2016,LAN,NL,puigya01,OF,7214285
2016,BOS,AL,ramirha01,OF,22750000
2016,HOU,AL,rasmuco01,OF,15800000
2016,OAK,AL,reddijo01,OF,6575000
2016,BAL,AL,reimono01,OF,1300000
2016,WAS,NL,reverbe01,OF,6250000
2016,COL,NL,reynoma01,OF,2600000
2016,MIN,AL,rosared01,OF,542500
2016,PHI,NL,rufda01,OF,527000
2016,CHN,NL,schwaky01,OF,522000
2016,BOS,AL,shawtr01,OF,515000
2016,CHA,AL,shuckja01,OF,521000
2016,SEA,AL,smithse01,OF,6750000
2016,CHN,NL,solerjo01,OF,3666666
2016,TBA,AL,souzast01,OF,516100
2016,SFN,NL,spande01,OF,5000000
2016,SDN,NL,spangco01,OF,517700
2016,HOU,AL,springe01,OF,522400
2016,MIA,NL,stantmi03,OF,9000000
2016,WAS,NL,taylomi02,OF,524000
2016,ARI,NL,tomasya01,OF,7500000
2016,LAA,AL,troutmi01,OF,16083333
2016,BAL,AL,trumbma01,OF,9150000
2016,HOU,AL,tuckepr01,OF,515000
2016,SDN,NL,uptonbj01,OF,15450000
2016,DET,AL,uptonju01,OF,22125000
2016,LAN,NL,vanslsc01,OF,1225000
2016,WAS,NL,werthja01,OF,21733615
2016,MIA,NL,yelicch01,OF,1000000
2016,BOS,AL,youngch04,OF,6500000
2016,WAS,NL,zimmery01,OF,14000000
2016,CHN,NL,zobribe01,OF,10500000
2016,ATL,NL,francje02,OF,1000000
2016,COL,NL,raburry01,OF,1500000
2016,WAS,NL,robincl01,OF,534900
2016,CHN,NL,rossda01,OF,2500000
2016,MIA,NL,suzukic01,OF,2000000
