,yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
137,2002,FLO,NL,castilu01,2B,3325000,2001,1,FLO,NL,134,537,76,141,16,10,2,45,33,16,67,90,0,1,4,3,6
347,2002,TOR,AL,bushho01,2B,3375000,2001,1,TOR,AL,78,271,32,83,11,1,3,27,13,4,8,50,1,6,2,4,2
271,2002,PIT,NL,mearepa01,2B,3790000,2001,1,PIT,NL,87,270,27,57,11,1,4,25,0,2,10,45,3,2,1,1,9
325,2002,TBA,AL,abernbr01,2B,215000,2001,1,TBA,AL,79,304,43,82,17,1,5,33,8,3,27,35,1,0,3,1,3
7,2002,ANA,AL,kennead01,2B,375000,2001,1,ANA,AL,137,478,48,129,25,3,6,40,12,7,27,71,3,11,7,9,7
200,2002,MIL,NL,younger01,2B,2000000,2001,1,CHN,NL,149,603,98,168,43,4,6,42,31,14,42,45,1,9,15,3,15
211,2002,MIN,AL,rivaslu01,2B,240000,2001,1,MIN,AL,153,563,70,150,21,6,7,47,31,11,40,99,0,6,5,5,15
160,2002,KCA,AL,febleca01,2B,775000,2001,1,KCA,AL,79,292,45,69,9,2,8,25,5,2,22,58,0,1,1,1,7
46,2002,BAL,AL,hairsje02,2B,300000,2001,1,BAL,AL,159,532,63,124,25,5,8,47,29,11,44,73,0,13,9,4,12
30,2002,ATL,NL,gilesma01,2B,210000,2001,1,ATL,NL,68,244,36,64,10,2,9,31,2,5,28,37,0,0,1,0,8
60,2002,BOS,AL,offerjo01,2B,6750000,2001,1,BOS,AL,128,524,76,140,23,3,9,49,5,2,61,97,2,1,3,5,9
324,2002,SLN,NL,vinafe01,2B,4333333,2001,1,SLN,NL,154,631,95,191,30,8,9,56,17,7,32,35,3,22,3,2,7
259,2002,PHI,NL,anderma02,2B,400000,2001,1,PHI,NL,147,522,69,153,30,2,11,61,8,5,35,74,5,2,10,5,12
187,2002,MIL,NL,belliro01,2B,1650000,2001,1,MIL,NL,101,364,69,96,30,3,11,36,5,2,35,65,2,5,4,2,5
126,2002,DET,AL,easleda01,2B,6250000,2001,1,DET,AL,154,585,77,146,27,7,11,65,10,5,52,90,3,13,4,4,10
345,2002,TEX,AL,youngmi02,2B,250000,2001,1,TEX,AL,106,386,57,96,18,4,11,49,3,1,26,91,0,3,9,5,9
178,2002,LAN,NL,grudzma01,2B,5000000,2001,1,LAN,NL,133,539,83,146,21,3,13,55,4,4,28,83,0,11,3,5,9
119,2002,COL,NL,ortizjo02,2B,232000,2001,2,COL,NL,53,204,38,52,8,1,13,35,3,1,14,36,0,4,1,1,5
222,2002,MON,NL,vidrojo01,2B,4000000,2001,1,MON,NL,124,486,82,155,34,1,15,59,4,1,31,49,2,10,2,2,18
236,2002,NYN,NL,alfoned01,2B,6200000,2001,1,NYN,NL,124,457,64,111,22,0,17,49,5,0,51,62,0,5,1,5,7
228,2002,NYA,AL,soriaal01,2B,630000,2001,1,NYA,AL,158,574,77,154,34,3,18,73,43,14,29,125,0,3,3,5,7
237,2002,NYN,NL,alomaro01,2B,7939664,2001,1,CLE,AL,157,575,113,193,34,12,20,100,30,6,80,71,5,4,9,9,9
150,2002,HOU,NL,biggicr01,2B,8750000,2001,1,HOU,NL,155,617,118,180,35,3,20,70,7,4,66,100,4,28,0,6,11
67,2002,CHA,AL,durhara01,2B,6300000,2001,1,CHA,AL,152,611,104,163,42,10,20,65,23,10,64,110,3,4,6,6,10
307,2002,SFN,NL,kentje01,2B,6000000,2001,1,SFN,NL,159,607,84,181,49,6,22,106,7,6,65,96,4,11,0,13,11
289,2002,SEA,AL,boonebr01,2B,8000000,2001,1,SEA,AL,158,623,118,206,37,3,37,141,5,5,40,110,5,9,5,13,11
179,2002,LAN,NL,hanseda01,3B,675000,2001,1,LAN,NL,92,140,13,33,10,0,2,20,0,1,32,29,5,0,0,3,3
220,2002,MON,NL,tatisfe01,3B,4500000,2001,1,MON,NL,41,145,20,37,9,0,2,11,0,0,16,43,0,4,0,3,5
34,2002,ATL,NL,lockhke01,3B,600000,2001,1,ATL,NL,104,178,17,39,6,0,3,12,1,2,16,22,1,2,2,1,1
158,2002,KCA,AL,alicelu01,3B,800000,2001,1,KCA,AL,113,387,44,106,16,4,4,32,8,6,23,56,0,4,3,1,6
86,2002,CHN,NL,muellbi02,3B,3450000,2001,1,CHN,NL,70,210,38,62,12,1,6,23,1,1,37,19,3,3,4,3,4
306,2002,SFN,NL,felizpe01,3B,222000,2001,1,SFN,NL,94,220,23,50,9,1,7,22,2,1,10,50,2,2,3,3,5
342,2002,TEX,AL,perryhe01,3B,900000,2001,1,CHA,AL,92,285,38,73,21,1,7,32,2,2,23,55,1,7,0,1,11
224,2002,NYA,AL,coomero01,3B,750000,2001,1,CHN,NL,111,349,25,91,19,1,8,53,0,0,29,70,1,2,0,6,23
221,2002,MON,NL,trubych01,3B,270000,2001,1,HOU,NL,48,136,11,28,6,1,8,23,1,2,13,38,2,1,0,2,1
255,2002,OAK,AL,saenzol01,3B,800000,2001,1,OAK,AL,106,305,33,67,21,1,9,32,0,1,19,64,1,13,1,3,9
56,2002,BOS,AL,hillesh02,3B,260000,2001,1,BOS,AL,139,468,52,123,20,2,12,49,3,4,13,61,3,7,1,4,12
192,2002,MIL,NL,houstty01,3B,1625000,2001,1,MIL,NL,75,235,36,68,7,0,12,38,0,0,18,62,1,1,2,0,3
14,2002,ARI,NL,bellja01,3B,8000000,2001,1,ARI,NL,129,428,59,106,24,1,13,46,0,1,65,79,3,4,8,4,9
169,2002,KCA,AL,randajo01,3B,4000000,2001,1,KCA,AL,151,581,59,147,34,2,13,83,3,2,42,80,2,6,1,6,15
91,2002,CIN,NL,booneaa01,3B,2100000,2001,1,CIN,NL,103,381,54,112,26,2,14,62,6,3,29,71,1,8,3,6,9
302,2002,SFN,NL,bellda01,3B,1750000,2001,1,SEA,AL,135,470,62,122,28,0,15,64,2,1,28,59,1,3,5,4,8
291,2002,SEA,AL,cirilje01,3B,6375000,2001,1,COL,NL,138,528,72,165,26,4,17,83,12,2,43,63,6,5,1,9,15
142,2002,FLO,NL,lowelmi01,3B,2300000,2001,1,FLO,NL,146,551,65,156,37,0,18,100,1,2,43,79,3,10,0,10,9
232,2002,NYA,AL,venturo01,3B,8500000,2001,1,NYN,NL,142,456,70,108,20,0,21,61,2,5,88,101,10,1,0,4,13
