yearID_x,teamID_x,lgID_x,playerID,POS,salary
2012,CLE,AL,marsolo01,C,491700
2012,BAL,AL,pauliro01,C,1000000
2012,KCA,AL,quinthu01,C,1000000
2012,PIT,NL,mckenmi01,C,485000
2012,KCA,AL,penabr01,C,875000
2012,KCA,AL,perezsa02,C,750000
2012,LAN,NL,treanma01,C,850000
2012,NYA,AL,stewach01,C,482500
2012,NYN,NL,tholejo01,C,498920
2012,TBA,AL,molinjo01,C,1500000
2012,TOR,AL,mathije01,C,1500000
2012,SFN,NL,poseybu01,C,615000
2012,SEA,AL,jasojo01,C,495200
2012,ATL,NL,rossda01,C,1625000
2012,CIN,NL,hanigry01,C,1300000
2012,PHI,NL,ruizca01,C,3700000
2012,TEX,AL,torreyo01,C,3250000
2012,CHA,AL,pierzaj01,C,6000000
2012,MIN,AL,doumiry01,C,3000000
2012,SDN,NL,hundlni01,C,2000000
2012,BOS,AL,shoppke01,C,1350000
2012,COL,NL,hernara02,C,3200000
2012,DET,AL,martivi01,C,13000000
2012,MIL,NL,lucrojo01,C,492000
2012,LAA,AL,iannech01,C,3550000
2012,OAK,AL,suzukku01,C,5037500
2012,SLN,NL,molinya01,C,7000000
2012,WAS,NL,ramoswi01,C,491250
2012,BOS,AL,saltaja01,C,2500000
2012,MIA,NL,buckjo01,C,6500000
2012,PIT,NL,barajro01,C,4000000
2012,CHN,NL,sotoge01,C,4300000
2012,ARI,NL,montemi01,C,5900000
2012,NYA,AL,martiru01,C,7500000
2012,DET,AL,avilaal01,C,510000
2012,SEA,AL,olivomi01,C,3750000
2012,BAL,AL,wietema01,C,500000
2012,TOR,AL,arencjp01,C,489600
2012,ATL,NL,mccanbr01,C,11500000
2012,CLE,AL,santaca01,C,501900
2012,TEX,AL,napolmi01,C,9400000
