,yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
47,2002,BAL,AL,lunarfe01,C,225000,2001,1,BAL,AL,64,167,8,41,7,0,0,16,0,0,7,32,0,3,2,1,8
223,2002,NYA,AL,castial01,C,650000,2001,1,TOR,AL,66,131,9,26,4,0,1,4,1,1,7,30,0,3,5,0,2
186,2002,MIL,NL,bakopa01,C,750000,2001,1,ATL,NL,61,137,19,29,10,1,2,15,1,0,20,34,2,0,0,0,3
314,2002,SLN,NL,difelmi01,C,750000,2001,1,TBA,AL,48,149,13,31,5,1,2,9,1,1,8,39,0,3,2,2,3
3,2002,ANA,AL,fabrejo01,C,500000,2001,1,ANA,AL,53,148,9,33,4,2,2,16,0,0,3,15,0,0,4,2,5
83,2002,CHN,NL,macharo01,C,277500,2001,1,CHN,NL,52,135,13,30,10,0,2,13,0,0,7,26,3,1,3,0,4
163,2002,KCA,AL,maynebr01,C,2500000,2001,2,KCA,AL,51,166,13,40,4,1,2,20,1,2,10,17,2,1,0,3,8
79,2002,CHN,NL,girarjo01,C,1500000,2001,1,CHN,NL,78,229,22,58,10,1,3,25,0,1,21,50,4,0,2,1,2
339,2002,TEX,AL,haselbi01,C,800000,2001,1,TEX,AL,47,130,12,37,6,0,3,25,0,1,8,27,0,1,1,0,5
250,2002,OAK,AL,hattesc01,C,900000,2001,1,BOS,AL,94,278,34,68,19,0,3,25,1,1,33,26,0,4,0,1,7
65,2002,CHA,AL,alomasa02,C,2500000,2001,1,CHA,AL,70,220,17,54,8,1,4,21,1,2,12,17,1,2,3,2,6
109,2002,CLE,AL,diazei01,C,1087500,2001,1,CLE,AL,134,437,54,121,34,1,4,56,1,2,17,44,0,16,8,0,11
327,2002,TBA,AL,flahejo01,C,3250000,2001,1,TBA,AL,78,248,20,59,17,1,4,29,1,0,10,33,1,1,5,1,9
330,2002,TBA,AL,hallto02,C,210000,2001,1,TBA,AL,49,188,28,56,16,0,4,30,2,2,4,16,0,3,0,1,5
145,2002,FLO,NL,redmomi01,C,650000,2001,1,FLO,NL,48,141,19,44,4,0,4,14,0,0,13,13,4,2,1,1,6
147,2002,HOU,NL,ausmubr01,C,5000000,2001,1,HOU,NL,128,422,45,98,23,4,5,34,4,1,30,64,6,1,6,2,13
44,2002,BAL,AL,fordybr01,C,2500000,2001,1,BAL,AL,95,292,30,61,18,0,5,19,1,2,21,56,1,3,3,1,7
69,2002,CHA,AL,johnsma02,C,320000,2001,1,CHA,AL,61,173,21,43,6,1,5,18,2,1,23,31,1,2,10,3,5
212,2002,MON,NL,barremi01,C,1150000,2001,1,MON,NL,132,472,42,118,33,2,6,38,2,1,25,54,2,2,4,3,14
26,2002,ATL,NL,blanche01,C,1512500,2001,1,MIL,NL,104,314,33,66,18,3,6,31,3,1,34,72,6,2,5,2,10
183,2002,LAN,NL,kreutch01,C,1100000,2001,1,LAN,NL,73,191,21,41,11,1,6,17,0,0,41,52,2,1,0,1,5
8,2002,ANA,AL,molinbe01,C,350000,2001,1,ANA,AL,96,325,31,85,11,0,6,40,0,1,16,51,3,8,2,4,8
311,2002,SFN,NL,santibe01,C,2044168,2001,1,SFN,NL,133,477,39,125,25,4,6,45,5,4,23,78,0,2,7,6,19
319,2002,SLN,NL,mathemi01,C,2500000,2001,1,SLN,NL,121,381,40,83,12,0,7,42,0,1,28,76,5,4,8,3,11
209,2002,MIN,AL,pierzaj01,C,250000,2001,1,MIN,AL,114,381,51,110,33,2,7,55,1,7,16,57,4,4,1,3,7
210,2002,MIN,AL,princto01,C,450000,2001,1,MIN,AL,64,196,19,43,4,1,7,23,3,1,12,39,0,6,0,1,5
64,2002,BOS,AL,varitja01,C,3500000,2001,1,BOS,AL,51,174,19,51,11,1,7,25,0,0,21,35,3,1,1,1,6
281,2002,SDN,NL,gonzawi01,C,350000,2001,1,SDN,NL,64,160,16,44,6,0,8,27,2,0,11,28,1,4,0,1,3
12,2002,ANA,AL,wootesh01,C,250000,2001,1,ANA,AL,79,221,24,69,8,1,8,32,2,0,5,42,0,3,0,3,5
58,2002,BOS,AL,mirabdo01,C,650000,2001,2,BOS,AL,54,141,16,38,8,0,9,26,0,0,17,36,2,4,1,2,2
100,2002,CIN,NL,stinnke01,C,1000000,2001,1,CIN,NL,63,187,27,48,11,0,9,25,2,2,17,61,3,5,1,1,5
300,2002,SEA,AL,wilsoda01,C,4500000,2001,1,SEA,AL,123,377,44,100,20,1,10,42,3,2,20,69,0,2,8,1,6
188,2002,MIL,NL,casanra01,C,850000,2001,1,MIL,NL,71,192,21,50,10,0,11,33,0,0,12,29,2,1,0,3,3
292,2002,SEA,AL,davisbe01,C,350000,2001,1,SDN,NL,138,448,56,107,20,0,11,57,4,4,66,112,5,4,1,7,13
350,2002,TOR,AL,fletcda01,C,3825000,2001,1,TOR,AL,134,416,36,94,20,0,11,56,0,1,24,43,4,6,1,6,18
120,2002,COL,NL,petribe01,C,265000,2001,1,COL,NL,85,244,41,58,15,3,11,39,3,3,31,67,3,3,1,3,5
81,2002,CHN,NL,hundlto01,C,6500000,2001,1,CHN,NL,79,246,23,46,10,0,12,31,0,0,25,89,0,3,0,2,7
22,2002,ARI,NL,milleda02,C,2650000,2001,1,ARI,NL,123,380,45,103,19,0,13,47,0,1,35,80,9,4,4,2,9
251,2002,OAK,AL,hernara02,C,497500,2001,1,OAK,AL,136,453,55,115,25,0,15,60,1,1,37,68,3,6,9,4,10
35,2002,ATL,NL,lopezja01,C,6000000,2001,1,ATL,NL,128,438,45,117,16,1,17,66,1,0,28,82,3,10,1,5,12
140,2002,FLO,NL,johnsch04,C,5000000,2001,1,FLO,NL,128,451,51,117,32,0,18,75,0,0,38,133,2,4,0,3,8
227,2002,NYA,AL,posadjo01,C,7000000,2001,1,NYA,AL,138,484,59,134,28,1,22,95,2,6,62,132,10,6,0,5,10
344,2002,TEX,AL,rodriiv01,C,9600000,2001,1,TEX,AL,111,442,70,136,24,2,25,65,10,3,23,73,3,4,0,1,13
245,2002,NYN,NL,piazzmi01,C,10571429,2001,1,NYN,NL,141,503,81,151,29,0,36,94,0,2,67,87,19,2,0,1,20
