yearID_x,teamID_x,lgID_x,playerID,POS,salary
2016,HOU,AL,altuvjo01,2B,3687500
2016,SEA,AL,canoro01,2B,24000000
2016,MIN,AL,doziebr01,2B,3000000
2016,MIL,NL,gennesc01,2B,518100
2016,MIA,NL,gordode01,2B,3242202
2016,KCA,AL,infanom01,2B,7750000
2016,LAN,NL,kendrho01,2B,9540378
2016,DET,AL,kinslia01,2B,14000000
2016,CLE,AL,kipnija01,2B,6166667
2016,COL,NL,lemahdj01,2B,3000000
2016,TEX,AL,odorro01,2B,522700
2016,SFN,NL,panikjo01,2B,545000
2016,BOS,AL,pedrodu01,2B,12642511
2016,ATL,NL,peterja01,2B,520500
2016,BAL,AL,schoojo01,2B,522500
2016,TOR,AL,travide01,2B,511200
2016,NYN,NL,walkene01,2B,10550000
2016,SLN,NL,wongko01,2B,1250000
2016,OAK,AL,alonsyo01,3B,2650000
2016,COL,NL,arenano01,3B,5000000
2016,TEX,AL,beltrad01,3B,18000000
2016,SLN,NL,carpema01,3B,6500000
2016,DET,AL,casteni01,3B,536500
2016,TOR,AL,donaljo02,3B,11650000
2016,LAA,AL,escobyu01,3B,7000000
2016,TBA,AL,forsylo01,3B,2250000
2016,PHI,NL,francma02,3B,517500
2016,CHA,AL,frazito01,3B,8250000
2016,PIT,NL,freesda01,3B,3000000
2016,NYA,AL,headlch01,3B,13000000
2016,MIL,NL,hillaa01,3B,12000000
2016,MIA,NL,johnsch05,3B,8007500
2016,ARI,NL,lambja01,3B,520300
2016,CHA,AL,lawribr01,3B,4125000
2016,TBA,AL,longoev01,3B,12600018
2016,KCA,AL,moustmi01,3B,5600000
2016,WAS,NL,murphda08,3B,8000000
2016,MIN,AL,plouftr01,3B,7250000
2016,MIA,NL,pradoma01,3B,11000000
2016,LAA,AL,pujolal01,3B,25000000
2016,WAS,NL,rendoan01,3B,2800000
2016,NYA,AL,rodrial01,3B,21000000
2016,BOS,AL,sandopa01,3B,17600000
2016,MIN,AL,sanomi01,3B,547500
2016,SDN,NL,solarya01,3B,525500
2016,CLE,AL,uribeju01,3B,4000000
2016,LAN,NL,utleych01,3B,7000000
2016,HOU,AL,valbulu01,3B,6125000
2016,OAK,AL,valenda01,3B,3150000
2016,NYN,NL,wrighda03,3B,19364801
2016,ARI,NL,ahmedni01,SS,521600
2016,TEX,AL,andruel01,SS,15333333
2016,DET,AL,avilemi01,SS,2000000
2016,ATL,NL,aybarer01,SS,8500000
2016,ATL,NL,beckhgo01,SS,1250000
2016,TBA,AL,beckhti01,SS,514500
2016,PHI,NL,blancan01,SS,1450000
2016,BOS,AL,bogaexa01,SS,650000
2016,NYN,NL,cabreas01,SS,8250000
2016,NYA,AL,castrst01,SS,7857142
2016,HOU,AL,correca01,SS,516700
2016,CIN,NL,cozarza01,SS,2925000
2016,SFN,NL,crawfbr01,SS,6000000
2016,CIN,NL,dejesiv02,SS,517000
2016,COL,NL,descada01,SS,2100000
2016,TEX,AL,desmoia01,SS,8000000
2016,WAS,NL,drewst01,SS,3000000
2016,HOU,AL,duffyma01,SS,510200
2016,KCA,AL,escobal02,SS,5250000
2016,MIN,AL,escobed01,SS,2150000
2016,WAS,NL,espinda01,SS,2875000
2016,BAL,AL,flahery01,SS,1500000
2016,NYN,NL,florewi01,SS,526014
2016,PHI,NL,galvifr01,SS,2000000
2016,LAA,AL,giavojo01,SS,532500
2016,TOR,AL,goinsry01,SS,520200
2016,HOU,AL,gonzama01,SS,2000000
2016,NYA,AL,gregodi01,SS,2425000
2016,SLN,NL,gyorkje01,SS,4000000
2016,BAL,AL,hardyjj01,SS,12209424
2016,MIA,NL,hechaad01,SS,2625000
2016,PHI,NL,hernace02,SS,525000
2016,LAN,NL,hernaen02,SS,520000
2016,BOS,AL,holtbr01,SS,606000
2016,DET,AL,iglesjo01,SS,2100000
2016,ATL,NL,johnske05,SS,2000000
2016,PIT,NL,kangju01,SS,2500000
2016,CLE,AL,lindofr01,SS,540300
2016,OAK,AL,lowrije01,SS,7500000
2016,BAL,AL,machama01,SS,5000000
2016,SEA,AL,marteke01,SS,515400
2016,PIT,NL,mercejo03,SS,2075000
2016,TBA,AL,millebr02,SS,527600
2016,MIN,AL,nunezed02,SS,1475000
2016,ARI,NL,owingch01,SS,530500
2016,LAA,AL,pennicl01,SS,1500000
2016,SLN,NL,peraljh01,SS,12500000
2016,CIN,NL,phillbr01,SS,13083333
2016,SDN,NL,ramiral03,SS,3000000
2016,CLE,AL,ramirjo01,SS,518200
2016,COL,NL,reyesjo01,SS,22000000
2016,PIT,NL,rodrise01,SS,2500000
2016,MIA,NL,rojasmi02,SS,511000
2016,CHA,AL,rolliji01,SS,2000000
2016,DET,AL,rominan01,SS,900000
2016,CHN,NL,russead02,SS,527000
2016,CHA,AL,saladty01,SS,513000
2016,MIN,AL,santada01,SS,537500
2016,SEA,AL,seageky01,SS,8000000
2016,ARI,NL,segurje01,SS,2600000
2016,OAK,AL,semiema01,SS,512500
2016,LAA,AL,simmoan01,SS,6000000
2016,OAK,AL,sogarer01,SS,1500000
2016,CIN,NL,suareeu01,SS,545000
2016,SLN,NL,tejadru01,SS,1500000
2016,SFN,NL,tomlike01,SS,512500
2016,TOR,AL,tulowtr01,SS,20000000
2016,LAN,NL,turneju01,SS,5100000
