yearID_x,teamID_x,lgID_x,playerID,POS,salary
2012,OAK,AL,bartoda02,1B,1100000
2012,OAK,AL,allenbr01,1B,482500
2012,WAS,NL,larocad01,1B,8000000
2012,MIN,AL,morneju01,1B,15000000
2012,ARI,NL,goldspa01,1B,482000
2012,ARI,NL,overbly01,1B,1000000
2012,CLE,AL,kotchca01,1B,3000000
2012,LAN,NL,loneyja01,1B,6375000
2012,COL,NL,giambja01,1B,1000000
2012,COL,NL,heltoto01,1B,6075000
2012,SEA,AL,smoakju01,1B,495100
2012,KCA,AL,butlebi03,1B,8500000
2012,KCA,AL,hosmeer01,1B,502500
2012,MIA,NL,sanchga01,1B,483000
2012,ATL,NL,freemfr01,1B,535000
2012,TOR,AL,lindad01,1B,5150000
2012,TBA,AL,penaca01,1B,7250000
2012,BOS,AL,ortizda01,1B,14575000
2012,CIN,NL,vottojo01,1B,11410655
2012,DET,AL,cabremi01,1B,21000000
2012,CHA,AL,konerpa01,1B,12000000
2012,PHI,NL,howarry01,1B,20000000
2012,DET,AL,fieldpr01,1B,23000000
2012,NYA,AL,teixema01,1B,23125000
