yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2012,TOR,AL,bautijo02,OF,14000000,2011,1,TOR,AL,149,513,105,155,24,2,43
2012,NYA,AL,grandcu01,OF,10000000,2011,1,NYA,AL,156,583,136,153,26,10,41
2012,LAN,NL,kempma01,OF,10250000,2011,1,LAN,NL,161,602,115,195,33,4,39
2012,NYA,AL,teixema01,1B,23125000,2011,1,NYA,AL,156,589,90,146,26,1,39
2012,DET,AL,fieldpr01,1B,23000000,2011,1,MIL,NL,162,569,95,170,36,1,38
2012,BAL,AL,reynoma01,3B,7833333,2011,1,BAL,AL,155,534,84,118,27,1,37
2012,LAA,AL,pujolal01,3B,12000000,2011,1,SLN,NL,147,579,105,173,29,0,37
2012,ATL,NL,ugglada01,2B,13146942,2011,1,ATL,NL,161,600,88,140,22,1,36
2012,MIA,NL,stantmi03,OF,480000,2011,1,FLO,NL,150,516,79,135,30,5,34
2012,MIL,NL,braunry02,OF,7111111,2011,1,MIL,NL,150,563,109,187,38,6,33
2012,PHI,NL,howarry01,1B,20000000,2011,1,PHI,NL,152,557,81,141,30,1,33
2012,BOS,AL,ellsbja01,OF,8050000,2011,1,BOS,AL,158,660,119,212,46,5,32
2012,CIN,NL,bruceja01,OF,5041666,2011,1,CIN,NL,157,585,84,150,27,2,32
2012,TEX,AL,beltrad01,3B,15000000,2011,1,TEX,AL,124,487,82,144,33,0,32
2012,TEX,AL,kinslia01,2B,7200000,2011,1,TEX,AL,155,620,121,158,34,4,32
2012,ARI,NL,uptonju01,OF,6958333,2011,1,ARI,NL,159,592,105,171,39,5,31
2012,CHA,AL,konerpa01,1B,12000000,2011,1,CHA,AL,149,543,69,163,25,0,31
2012,SLN,NL,berkmla01,OF,12000000,2011,1,SLN,NL,145,488,90,147,23,2,31
2012,TBA,AL,longoev01,3B,4500000,2011,1,TBA,AL,133,483,78,118,26,1,31
2012,WAS,NL,morsemi01,OF,3500000,2011,1,WAS,NL,146,522,73,158,36,0,31
2012,BAL,AL,hardyjj01,SS,7416666,2011,1,BAL,AL,129,527,76,142,27,0,30
2012,COL,NL,tulowtr01,SS,8250000,2011,1,COL,NL,143,537,81,162,36,2,30
2012,DET,AL,cabremi01,1B,21000000,2011,1,DET,AL,161,572,111,197,48,0,30
2012,TEX,AL,napolmi01,C,9400000,2011,1,TEX,AL,113,369,72,118,25,0,30
2012,BOS,AL,ortizda01,1B,14575000,2011,1,BOS,AL,146,525,84,162,40,1,29
2012,CIN,NL,vottojo01,1B,11410655,2011,1,CIN,NL,161,599,101,185,40,3,29
2012,LAA,AL,trumbma01,OF,500000,2011,1,LAA,AL,149,539,65,137,31,1,29
2012,MIN,AL,willijo03,OF,7000000,2011,1,OAK,AL,136,488,69,120,26,0,29
2012,TEX,AL,cruzne02,OF,6250000,2011,1,TEX,AL,124,475,64,125,28,1,29
2012,NYA,AL,canoro01,2B,14000000,2011,1,NYA,AL,159,623,104,188,46,7,28
2012,TBA,AL,penaca01,1B,7250000,2011,1,CHN,NL,153,493,72,111,27,3,28
2012,BOS,AL,gonzaad01,OF,21857142,2011,1,BOS,AL,159,630,108,213,45,3,27
2012,CLE,AL,santaca01,C,501900,2011,1,CLE,AL,155,552,84,132,35,2,27
2012,CHN,NL,soriaal01,OF,19000000,2011,1,CHN,NL,137,475,50,116,27,1,26
2012,COL,NL,gonzaca01,OF,5428571,2011,1,COL,NL,127,481,92,142,27,3,26
2012,MIL,NL,hartco01,OF,9333333,2011,1,MIL,NL,130,492,80,140,25,4,26
2012,MIL,NL,ramirar01,3B,6000000,2011,1,CHN,NL,149,565,80,173,35,1,26
2012,TOR,AL,lindad01,1B,5150000,2011,1,TOR,AL,125,499,56,125,16,0,26
