yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2012,ATL,NL,diazma02,OF,2125000,2011,1,PIT,NL,100,216,14,56,12,1,0
2012,ATL,NL,wilsoja02,SS,1000000,2011,1,SEA,AL,62,173,22,43,8,0,0
2012,COL,NL,younger03,OF,481000,2011,1,COL,NL,77,198,34,49,4,3,0
2012,KCA,AL,getzch01,SS,967500,2011,1,KCA,AL,118,380,50,97,6,3,0
2012,LAN,NL,gordode01,SS,485000,2011,1,LAN,NL,56,224,34,68,9,2,0
2012,MIN,AL,carroja01,SS,2750000,2011,1,LAN,NL,146,452,52,131,14,6,0
2012,MIN,AL,reverbe01,OF,492500,2011,1,MIN,AL,117,450,56,120,9,5,0
2012,NYN,NL,tejadru01,SS,491209,2011,1,NYN,NL,96,328,31,93,15,1,0
2012,OAK,AL,bartoda02,1B,1100000,2011,1,OAK,AL,67,236,27,50,13,0,0
2012,SDN,NL,forsylo01,SS,481400,2011,1,SDN,NL,62,150,12,32,9,1,0
2012,SFN,NL,burriem01,SS,625000,2011,1,SFN,NL,59,137,14,28,1,0,0
2012,TOR,AL,vizquom01,SS,750000,2011,1,CHA,AL,58,167,18,42,7,1,0
2012,ATL,NL,bournmi01,OF,6845000,2011,1,HOU,NL,105,429,64,130,26,7,1
2012,BOS,AL,puntoni01,SS,1500000,2011,1,SLN,NL,63,133,21,37,8,4,1
2012,BOS,AL,sweenry01,OF,1750000,2011,1,OAK,AL,108,264,34,70,11,3,1
2012,CHN,NL,campato01,OF,483000,2011,1,CHN,NL,95,143,24,37,3,0,1
2012,CIN,NL,valdewi01,SS,930000,2011,1,PHI,NL,99,273,39,68,14,4,1
2012,CLE,AL,donalja01,SS,484000,2011,1,CLE,AL,39,132,13,42,6,1,1
2012,CLE,AL,marsolo01,C,491700,2011,1,CLE,AL,79,243,26,56,9,2,1
2012,HOU,NL,schafjo02,OF,489000,2011,1,ATL,NL,52,196,32,47,6,3,1
2012,KCA,AL,bourgja01,OF,488000,2011,1,HOU,NL,93,238,30,70,8,2,1
2012,PIT,NL,harrijo05,3B,484000,2011,1,PIT,NL,65,195,21,53,13,2,1
2012,SEA,AL,figgich01,OF,9500000,2011,1,SEA,AL,81,288,24,54,11,1,1
2012,SEA,AL,gutiefr01,OF,5812500,2011,1,SEA,AL,92,322,26,72,13,0,1
2012,SFN,NL,theriry01,SS,1250000,2011,1,SLN,NL,132,442,46,120,26,1,1
2012,SLN,NL,descada01,SS,495000,2011,1,SLN,NL,148,326,35,86,20,3,1
2012,TBA,AL,brignre01,SS,490600,2011,1,TBA,AL,92,249,18,48,4,0,1
2012,TEX,AL,gentrcr01,OF,484300,2011,1,TEX,AL,64,133,26,36,5,1,1
2012,TEX,AL,gonzaal03,SS,750000,2011,1,SDN,NL,102,247,18,53,10,2,1
2012,TOR,AL,davisra01,OF,2750000,2011,1,TOR,AL,95,320,44,76,21,6,1
2012,ARI,NL,mcdonjo03,SS,1500000,2011,1,TOR,AL,65,168,19,42,8,1,2
2012,BAL,AL,pauliro01,C,1000000,2011,1,NYN,NL,78,228,19,61,13,0,2
2012,CHN,NL,barneda01,SS,500000,2011,1,CHN,NL,143,529,66,146,23,6,2
2012,CIN,NL,harriwi01,OF,800000,2011,1,NYN,NL,126,240,36,59,11,0,2
2012,HOU,NL,altuvjo01,2B,483000,2011,1,HOU,NL,57,221,26,61,10,1,2
2012,HOU,NL,bucktr01,OF,580000,2011,1,CLE,AL,50,149,18,34,11,0,2
2012,KCA,AL,quinthu01,C,1000000,2011,1,HOU,NL,79,262,22,63,12,1,2
2012,LAN,NL,gwynnto02,OF,850000,2011,1,LAN,NL,136,312,37,80,12,6,2
2012,MIA,NL,kearnau01,OF,600000,2011,1,CLE,AL,57,150,18,30,5,1,2
2012,MIN,AL,casilal01,SS,1382500,2011,1,MIN,AL,97,323,52,84,21,4,2
2012,MIN,AL,spande01,OF,3000000,2011,1,MIN,AL,70,284,37,75,11,5,2
2012,NYA,AL,chaveer01,3B,900000,2011,1,NYA,AL,58,160,16,42,7,1,2
