yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2015,SEA,AL,cruzne02,OF,14250000,2014,1,BAL,AL,159,613,87,166,32,2,40
2015,HOU,AL,cartech02,OF,4175000,2014,1,HOU,AL,145,507,68,115,21,1,37
2015,MIA,NL,stantmi03,OF,6500000,2014,1,MIA,NL,145,539,89,155,31,1,37
2015,CHA,AL,abreujo02,1B,8666000,2014,1,CHA,AL,145,556,80,176,35,2,36
2015,LAA,AL,troutmi01,OF,6083000,2014,1,LAA,AL,157,602,115,173,39,9,36
2015,BOS,AL,ortizda01,1B,16000000,2014,1,BOS,AL,142,518,59,136,27,0,35
2015,TOR,AL,bautijo02,OF,14000000,2014,1,TOR,AL,155,553,101,158,27,0,35
2015,TOR,AL,encared01,OF,10000000,2014,1,TOR,AL,128,477,75,128,27,2,34
2015,CHN,NL,rizzoan01,1B,5000000,2014,1,CHN,NL,140,524,89,150,28,1,32
2015,DET,AL,martivi01,C,14000000,2014,1,DET,AL,151,561,87,188,33,0,32
2015,NYN,NL,dudalu01,OF,4200000,2014,1,NYN,NL,153,514,74,130,27,0,30
2015,BAL,AL,jonesad01,OF,13333333,2014,1,BAL,AL,159,644,88,181,30,2,29
2015,CIN,NL,frazito01,3B,4500000,2014,1,CIN,NL,157,597,88,163,22,1,29
2015,SDN,NL,uptonju01,OF,14500000,2014,1,ATL,NL,154,566,77,153,34,2,29
2015,TOR,AL,donaljo02,3B,4300000,2014,1,OAK,AL,158,608,93,155,31,2,29
2015,LAA,AL,pujolal01,3B,24000000,2014,1,LAA,AL,159,633,89,172,37,1,28
2015,CLE,AL,santaca01,C,6000000,2014,1,CLE,AL,152,541,68,125,25,0,27
2015,LAN,NL,gonzaad01,1B,21857000,2014,1,LAN,NL,159,591,83,163,41,0,27
2015,BAL,AL,davisch02,3B,12000000,2014,1,BAL,AL,127,450,65,88,16,0,26
2015,CHA,AL,larocad01,1B,12000000,2014,1,WAS,NL,140,494,73,128,19,0,26
