playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
reyesjo03,2015,1,LAA,AL,P,1,0,1,0,0,0,0,,,,,
reynoma01,2015,1,SLN,NL,1B,100,72,2124,680,44,6,72,,,,,
reynoma01,2015,1,SLN,NL,2B,1,0,9,1,1,0,1,,,,,
reynoma01,2015,1,SLN,NL,3B,22,17,430,7,19,3,3,,,,,
reynoma01,2015,1,SLN,NL,OF,6,5,126,10,0,0,0,,,,,
reynoma02,2015,1,ARI,NL,P,18,0,41,0,2,0,0,,,,,
richacl01,2015,1,CHN,NL,P,23,3,127,5,13,0,1,,,,,
richaga01,2015,1,LAA,AL,P,32,32,622,17,29,3,2,,,,,
riefecj01,2015,1,TBA,AL,P,17,0,44,0,1,0,0,,,,,
rienzan01,2015,1,MIA,NL,P,14,0,59,0,2,0,0,,,,,
riosal01,2015,1,KCA,AL,OF,105,105,2744,215,4,3,0,,,,,
riverfe01,2015,1,WAS,NL,P,49,0,145,2,8,0,0,,,,,
riverre01,2015,1,TBA,AL,1B,7,2,78,17,1,0,0,,,,,
riverre01,2015,1,TBA,AL,C,107,87,2354,752,60,11,5,6,,40,23,
riverya01,2015,1,MIL,NL,2B,4,2,57,5,10,1,5,,,,,
riverya01,2015,1,MIL,NL,3B,1,0,12,2,0,0,0,,,,,
riverya01,2015,1,MIL,NL,SS,2,2,48,5,8,0,3,,,,,
rizzoan01,2015,1,CHN,NL,1B,160,160,4291,1330,126,9,102,,,,,
roachdo01,2015,1,CHN,NL,P,1,1,10,0,0,0,0,,,,,
roarkta01,2015,1,WAS,NL,P,40,12,333,9,15,0,3,,,,,
roberda08,2015,1,CHA,AL,P,60,0,190,4,1,0,0,,,,,
roberda09,2015,1,LAA,AL,OF,33,15,531,51,3,0,0,,,,,
roberke02,2015,1,COL,NL,P,9,0,28,1,1,0,0,,,,,
roberke02,2015,2,PHI,NL,P,6,0,13,0,1,0,0,,,,,
robincl01,2015,1,WAS,NL,1B,44,42,1096,331,25,3,21,,,,,
robincl01,2015,1,WAS,NL,OF,37,32,808,47,0,2,0,,,,,
robincl01,2015,1,WAS,NL,P,1,0,3,0,0,0,0,,,,,
robinsh01,2015,1,MIN,AL,OF,75,48,1374,111,5,1,1,,,,,
robinsh01,2015,1,MIN,AL,P,1,0,3,0,0,0,0,,,,,
robleha01,2015,1,NYN,NL,P,57,0,162,1,4,0,0,,,,,
rodnefe01,2015,1,SEA,AL,P,54,0,152,2,4,0,0,,,,,
rodnefe01,2015,2,CHN,NL,P,14,0,36,1,3,0,0,,,,,
rodonca01,2015,1,CHA,AL,P,26,23,418,3,19,0,2,,,,,
rodrial01,2015,1,NYA,AL,1B,2,1,29,17,0,1,2,,,,,
rodrial01,2015,1,NYA,AL,3B,4,2,53,0,2,0,0,,,,,
rodried05,2015,1,BOS,AL,P,21,21,365,5,17,2,0,,,,,
rodrife02,2015,1,OAK,AL,P,56,0,176,2,4,1,0,,,,,
rodrifr03,2015,1,MIL,NL,P,60,0,171,5,2,0,0,,,,,
rodrise01,2015,1,PIT,NL,1B,102,12,980,366,15,1,37,,,,,
rodrise01,2015,1,PIT,NL,2B,7,3,103,3,16,0,4,,,,,
rodrise01,2015,1,PIT,NL,3B,8,3,104,3,12,0,2,,,,,
rodrise01,2015,1,PIT,NL,OF,29,15,475,29,0,0,0,,,,,
rodrise01,2015,1,PIT,NL,SS,3,1,39,4,3,2,2,,,,,
rodrist02,2015,1,LAN,NL,P,18,0,31,1,0,0,0,,,,,
rodriwa01,2015,1,TEX,AL,P,17,15,259,3,7,1,0,,,,,
roech01,2015,1,BAL,AL,P,36,0,124,1,3,1,0,,,,,
rogeres01,2015,1,NYA,AL,P,18,0,99,3,3,1,1,,,,,
rogerja02,2015,1,MIL,NL,1B,24,22,610,209,10,1,12,,,,,
rogerja02,2015,1,MIL,NL,3B,3,1,33,1,1,3,0,,,,,
rogerja02,2015,1,MIL,NL,OF,3,2,43,0,0,0,0,,,,,
rojasmi02,2015,1,MIA,NL,2B,9,4,108,9,7,0,1,,,,,
rojasmi02,2015,1,MIA,NL,3B,9,6,171,3,14,1,0,,,,,
rojasmi02,2015,1,MIA,NL,SS,32,26,722,33,75,1,19,,,,,
rollida01,2015,1,SEA,AL,P,20,0,75,1,3,0,1,,,,,
rolliji01,2015,1,LAN,NL,SS,134,128,3403,166,351,9,65,,,,,
romakja01,2015,1,ARI,NL,1B,1,0,9,3,0,1,0,,,,,
romakja01,2015,1,ARI,NL,OF,2,1,39,0,0,0,0,,,,,
romeren01,2015,1,TBA,AL,P,23,0,90,1,2,1,0,,,,,
romerst01,2015,1,SEA,AL,OF,12,5,175,13,0,0,0,,,,,
rominan01,2015,1,DET,AL,1B,17,6,233,73,6,1,7,,,,,
rominan01,2015,1,DET,AL,2B,13,6,191,19,25,0,11,,,,,
rominan01,2015,1,DET,AL,3B,59,9,441,14,35,2,1,,,,,
rominan01,2015,1,DET,AL,OF,2,0,9,2,0,0,0,,,,,
rominan01,2015,1,DET,AL,SS,27,22,636,48,71,4,19,,,,,
rominau01,2015,1,NYA,AL,1B,1,1,18,8,1,0,1,,,,,
romose01,2015,1,SFN,NL,P,70,0,172,4,8,0,0,,,,,
rondobr01,2015,1,DET,AL,P,35,0,93,3,5,0,0,,,,,
rondohe01,2015,1,CHN,NL,P,72,0,210,8,10,0,0,,,,,
rondojo01,2015,1,COL,NL,P,2,0,3,0,0,0,0,,,,,
rondojo01,2015,2,BAL,AL,P,8,0,40,1,1,0,0,,,,,
rosalad01,2015,1,TEX,AL,1B,19,10,267,87,6,0,11,,,,,
rosalad01,2015,1,TEX,AL,2B,19,16,415,25,49,2,14,,,,,
rosalad01,2015,1,TEX,AL,3B,14,5,177,4,12,1,0,,,,,
rosalad01,2015,1,TEX,AL,OF,1,1,24,4,0,0,0,,,,,
rosalad01,2015,1,TEX,AL,P,2,0,6,0,0,0,0,,,,,
rosared01,2015,1,MIN,AL,OF,118,116,3107,220,16,7,4,,,,,
rosarwi01,2015,1,COL,NL,1B,53,46,1134,389,22,6,38,,,,,
rosarwi01,2015,1,COL,NL,C,2,2,51,19,1,0,0,0,,0,0,
rosentr01,2015,1,SLN,NL,P,68,0,206,1,3,0,0,,,,,
rosinse01,2015,1,PHI,NL,P,1,0,6,0,1,0,0,,,,,
rossco01,2015,1,OAK,AL,OF,8,6,156,12,0,1,0,,,,,
rosscza01,2015,1,CHN,NL,P,33,0,80,1,5,0,0,,,,,
rossda01,2015,1,CHN,NL,C,59,46,1207,397,36,1,3,4,,49,17,
rossda01,2015,1,CHN,NL,P,2,0,6,0,0,0,0,,,,,
rossjo01,2015,1,WAS,NL,P,16,13,230,6,13,1,1,,,,,
rossro01,2015,1,BOS,AL,P,54,0,182,5,10,0,0,,,,,
rossty01,2015,1,SDN,NL,P,33,33,588,12,31,4,3,,,,,
ruary01,2015,1,TEX,AL,1B,4,0,24,7,0,0,0,,,,,
ruary01,2015,1,TEX,AL,OF,25,24,552,35,0,0,0,,,,,
rucindr01,2015,1,LAA,AL,P,4,1,21,0,1,0,0,,,,,
rufda01,2015,1,PHI,NL,1B,66,43,1266,416,27,3,47,,,,,
rufda01,2015,1,PHI,NL,OF,22,19,460,31,0,0,0,,,,,
ruggiju01,2015,1,SEA,AL,OF,31,15,509,40,0,1,0,,,,,
ruggiju01,2015,2,LAN,NL,OF,16,13,350,18,0,0,0,,,,,
ruizca01,2015,1,PHI,NL,C,83,81,2148,626,41,11,8,5,,46,11,
rumbeni01,2015,1,NYA,AL,P,17,0,47,0,0,0,0,,,,,
ruppca01,2015,1,PHI,NL,C,80,79,2104,524,54,4,7,7,,33,20,
rusinch01,2015,1,COL,NL,P,24,22,395,8,27,1,5,,,,,
russead02,2015,1,CHN,NL,2B,86,84,2238,151,226,9,47,,,,,
russead02,2015,1,CHN,NL,SS,61,53,1414,67,139,4,29,,,,,
russeja02,2015,1,CHN,NL,P,49,0,102,4,6,0,0,,,,,
rutlejo01,2015,1,BOS,AL,2B,30,18,526,33,53,3,14,,,,,
rutlejo01,2015,1,BOS,AL,3B,5,1,66,1,6,1,0,,,,,
ryanbr01,2015,1,NYA,AL,1B,3,0,9,4,0,0,1,,,,,
ryanbr01,2015,1,NYA,AL,2B,26,17,440,16,44,4,4,,,,,
ryanbr01,2015,1,NYA,AL,3B,14,7,213,9,14,0,3,,,,,
ryanbr01,2015,1,NYA,AL,OF,2,0,6,1,0,0,0,,,,,
ryanbr01,2015,1,NYA,AL,P,1,0,6,0,0,0,0,,,,,
ryanbr01,2015,1,NYA,AL,SS,6,5,117,9,17,1,3,,,,,
ryanky01,2015,1,DET,AL,P,16,6,169,0,8,0,1,,,,,
rzepcma01,2015,1,CLE,AL,P,45,0,61,4,2,2,1,,,,,
rzepcma01,2015,2,SDN,NL,P,27,0,44,0,2,1,0,,,,,
sabatcc01,2015,1,NYA,AL,P,29,29,502,3,7,1,0,,,,,
sadleca02,2015,1,PIT,NL,P,1,1,15,1,2,0,0,,,,,
saladty01,2015,1,CHA,AL,1B,1,0,3,3,0,0,0,,,,,
saladty01,2015,1,CHA,AL,3B,60,53,1433,39,122,5,6,,,,,
saladty01,2015,1,CHA,AL,SS,11,7,189,11,13,0,2,,,,,
salasfe01,2015,1,LAA,AL,P,72,0,191,2,10,0,1,,,,,
salazda01,2015,1,CLE,AL,P,30,30,555,11,17,3,1,,,,,
salech01,2015,1,CHA,AL,P,31,31,626,7,16,1,1,,,,,
saltaja01,2015,1,MIA,NL,C,9,8,216,54,6,2,1,0,,7,2,
saltaja01,2015,2,ARI,NL,1B,4,1,45,14,0,0,1,,,,,
saltaja01,2015,2,ARI,NL,C,38,36,951,272,18,1,0,0,,15,3,
samarje01,2015,1,CHA,AL,P,32,32,642,7,14,0,2,,,,,
sampske01,2015,1,CIN,NL,P,13,12,157,4,4,0,0,,,,,
sanchaa01,2015,1,TOR,AL,P,41,11,277,5,12,2,0,,,,,
sanchan01,2015,1,DET,AL,P,25,25,471,21,15,0,0,,,,,
sanchca01,2015,1,CHA,AL,2B,117,112,2989,229,268,5,83,,,,,
sanchhe01,2015,1,SFN,NL,C,16,11,303,69,6,0,1,2,,6,1,
sanchto01,2015,1,PIT,NL,C,2,2,52,16,3,0,0,0,,2,1,
sandopa01,2015,1,BOS,AL,3B,123,122,3104,78,200,15,19,,,,,
sandsje01,2015,1,CLE,AL,1B,11,6,212,78,4,0,2,,,,,
sandsje01,2015,1,CLE,AL,OF,37,26,687,46,1,0,0,,,,,
sanomi01,2015,1,MIN,AL,1B,2,0,15,2,0,0,0,,,,,
sanomi01,2015,1,MIN,AL,3B,9,9,231,8,15,0,0,,,,,
santaca01,2015,1,CLE,AL,1B,132,132,3471,1061,77,3,110,,,,,
santada01,2015,1,MIN,AL,OF,5,3,84,8,0,0,0,,,,,
santada01,2015,1,MIN,AL,SS,66,65,1735,92,191,16,47,,,,,
santado01,2015,1,HOU,AL,OF,13,10,299,18,0,0,0,,,,,
santado01,2015,2,MIL,NL,OF,36,34,896,60,1,3,0,,,,,
santaer01,2015,1,MIN,AL,P,17,17,324,10,14,1,2,,,,,
santihe01,2015,1,LAA,AL,P,33,32,542,4,20,0,3,,,,,
santose01,2015,1,LAN,NL,P,12,0,40,2,1,0,0,,,,,
santose01,2015,2,NYA,AL,P,2,0,9,1,0,0,0,,,,,
sardilu01,2015,1,MIL,NL,2B,16,7,256,23,32,0,12,,,,,
sardilu01,2015,1,MIL,NL,3B,3,3,72,1,4,1,1,,,,,
sardilu01,2015,1,MIL,NL,SS,14,14,362,24,45,1,10,,,,,
saundmi01,2015,1,TOR,AL,OF,9,9,226,12,3,0,0,,,,,
scahiro01,2015,1,PIT,NL,P,28,0,92,1,4,1,0,,,,,
schafjo02,2015,1,MIN,AL,OF,27,20,561,55,1,1,0,,,,,
schaflo01,2015,1,MIL,NL,OF,50,25,804,70,1,2,0,,,,,
schebsc01,2015,1,LAN,NL,OF,13,5,204,18,0,0,0,,,,,
schepta01,2015,1,TEX,AL,P,42,0,115,4,3,0,0,,,,,
scherma01,2015,1,WAS,NL,P,33,33,686,7,22,0,0,,,,,
schlibr01,2015,1,CHN,NL,P,10,0,22,0,0,0,0,,,,,
schoojo01,2015,1,BAL,AL,2B,84,82,2163,145,235,7,50,,,,,
schugaj01,2015,1,ARI,NL,P,5,0,27,0,3,1,1,,,,,
schulbo02,2015,1,TOR,AL,P,31,0,129,2,2,1,0,,,,,
schumsk01,2015,1,CIN,NL,2B,12,4,161,2,19,0,4,,,,,
schumsk01,2015,1,CIN,NL,OF,46,35,936,65,3,4,1,,,,,
schwaky01,2015,1,CHN,NL,C,21,15,408,110,7,4,1,2,,14,3,
schwaky01,2015,1,CHN,NL,OF,43,38,929,45,1,1,0,,,,,
scribev01,2015,1,OAK,AL,P,54,0,180,5,5,0,1,,,,,
scrugxa01,2015,1,SLN,NL,1B,11,10,250,73,8,1,8,,,,,
seageco01,2015,1,LAN,NL,3B,6,4,119,1,11,0,1,,,,,
seageco01,2015,1,LAN,NL,SS,21,21,576,23,70,5,12,,,,,
seageky01,2015,1,SEA,AL,3B,160,159,4263,94,352,16,37,,,,,
seageky01,2015,1,SEA,AL,SS,1,0,6,0,1,0,0,,,,,
segurje01,2015,1,MIL,NL,SS,140,139,3697,177,426,19,98,,,,,
semiema01,2015,1,OAK,AL,SS,152,147,3914,214,407,35,99,,,,,
severlu01,2015,1,NYA,AL,P,11,11,187,5,11,1,1,,,,,
severpe01,2015,1,WAS,NL,C,2,1,27,7,1,0,0,0,,0,0,
shaffri01,2015,1,TBA,AL,1B,10,8,226,64,6,0,4,,,,,
shaffri01,2015,1,TBA,AL,3B,8,4,138,6,6,1,3,,,,,
shaffri01,2015,1,TBA,AL,OF,3,1,36,2,0,0,0,,,,,
shawbr01,2015,1,CLE,AL,P,74,0,192,7,5,0,0,,,,,
shawtr01,2015,1,BOS,AL,1B,55,50,1369,419,36,3,50,,,,,
shawtr01,2015,1,BOS,AL,3B,8,5,164,5,14,0,0,,,,,
shawtr01,2015,1,BOS,AL,OF,1,0,9,0,0,0,0,,,,,
shielja02,2015,1,SDN,NL,P,33,33,607,10,30,3,2,,,,,
shoemma01,2015,1,LAA,AL,P,25,24,406,12,9,2,1,,,,,
shrevch01,2015,1,NYA,AL,P,59,0,175,3,4,0,0,,,,,
shuckja01,2015,1,CHA,AL,OF,48,29,891,75,4,0,0,,,,,
siegrke01,2015,1,SLN,NL,P,81,0,224,1,10,3,1,,,,,
simmoan01,2015,1,ATL,NL,SS,147,145,3838,235,444,8,126,,,,,
simonal01,2015,1,DET,AL,P,31,31,561,14,25,0,2,,,,,
singljo02,2015,1,HOU,AL,1B,14,10,288,107,5,1,9,,,,,
sippto01,2015,1,HOU,AL,P,60,0,163,2,7,0,0,,,,,
sizemgr01,2015,1,PHI,NL,OF,31,23,581,47,1,1,0,,,,,
sizemgr01,2015,2,TBA,AL,OF,43,33,827,67,2,2,0,,,,,
smithca02,2015,1,SEA,AL,P,70,0,210,11,6,1,0,,,,,
smithch08,2015,1,OAK,AL,P,2,0,4,0,0,0,0,,,,,
smithjo05,2015,1,LAA,AL,P,70,0,196,3,14,2,3,,,,,
smithjo07,2015,1,CIN,NL,P,9,7,98,1,1,1,0,,,,,
smithse01,2015,1,SEA,AL,OF,110,91,2393,163,6,1,1,,,,,
smithwi04,2015,1,MIL,NL,P,76,0,190,0,4,0,0,,,,,
smoakju01,2015,1,TOR,AL,1B,110,71,2061,666,44,4,74,,,,,
smolija01,2015,1,TEX,AL,OF,31,18,528,41,0,0,0,,,,,
smolija01,2015,2,OAK,AL,OF,35,32,779,48,5,0,1,,,,,
smylydr01,2015,1,TBA,AL,P,12,12,200,1,10,1,0,,,,,
snidetr01,2015,1,BAL,AL,OF,57,55,1342,105,5,1,1,,,,,
snidetr01,2015,2,PIT,NL,OF,6,5,99,8,0,0,0,,,,,
socolmi01,2015,1,SLN,NL,P,28,0,89,1,5,1,0,,,,,
sogarer01,2015,1,OAK,AL,2B,96,87,2327,168,268,5,56,,,,,
sogarer01,2015,1,OAK,AL,3B,1,1,24,0,2,0,0,,,,,
sogarer01,2015,1,OAK,AL,SS,17,14,357,22,37,1,9,,,,,
solando01,2015,1,MIA,NL,2B,7,3,117,8,14,2,1,,,,,
solando01,2015,1,MIA,NL,3B,10,4,174,1,15,0,0,,,,,
solando01,2015,1,MIA,NL,SS,10,7,198,4,18,1,4,,,,,
solanjh01,2015,1,MIA,NL,C,6,6,158,39,2,0,1,0,,12,1,
solarya01,2015,1,SDN,NL,1B,28,25,657,180,16,4,21,,,,,
solarya01,2015,1,SDN,NL,2B,19,14,362,23,34,1,4,,,,,
solarya01,2015,1,SDN,NL,3B,92,85,2223,44,130,6,11,,,,,
solerjo01,2015,1,CHN,NL,OF,95,93,2477,144,4,1,1,,,,,
solissa01,2015,1,WAS,NL,P,18,0,64,3,4,0,0,,,,,
soriajo01,2015,1,DET,AL,P,43,0,123,1,9,0,1,,,,,
soriajo01,2015,2,PIT,NL,P,29,0,80,1,0,0,0,,,,,
soriara01,2015,1,CHN,NL,P,6,0,17,0,1,0,0,,,,,
sotoge01,2015,1,CHA,AL,C,73,53,1462,398,24,5,1,5,,21,9,
sotogi01,2015,1,CLE,AL,P,6,0,10,0,0,0,0,,,,,
souzast01,2015,1,TBA,AL,OF,103,101,2652,172,8,2,3,,,,,
spande01,2015,1,WAS,NL,OF,61,61,1569,149,3,1,3,,,,,
spangco01,2015,1,SDN,NL,2B,70,67,1666,87,173,4,39,,,,,
spangco01,2015,1,SDN,NL,3B,19,14,393,2,25,0,0,,,,,
spangco01,2015,1,SDN,NL,OF,4,0,33,0,0,0,0,,,,,
springe01,2015,1,HOU,AL,OF,102,101,2656,189,6,3,3,,,,,
stammcr01,2015,1,WAS,NL,P,5,0,12,0,0,0,0,,,,,
stanlco01,2015,1,SLN,NL,C,2,0,18,7,0,0,0,0,,0,0,
stantmi03,2015,1,MIA,NL,OF,71,71,1877,149,6,3,3,,,,,
stassma01,2015,1,HOU,AL,C,10,4,129,39,1,0,1,0,,3,2,
staufti01,2015,1,MIN,AL,P,13,0,45,0,4,0,0,,,,,
staufti01,2015,2,NYN,NL,P,5,0,17,0,1,0,1,,,,,
stewach01,2015,1,PIT,NL,C,52,36,1118,328,37,9,2,1,,41,13,
stitema01,2015,1,ARI,NL,P,11,0,26,0,2,0,0,,,,,
storedr01,2015,1,WAS,NL,P,58,0,165,3,7,0,0,,,,,
straida01,2015,1,HOU,AL,P,4,3,50,1,1,0,0,,,,,
strasst01,2015,1,WAS,NL,P,23,23,382,3,9,2,0,,,,,
straury01,2015,1,TEX,AL,OF,19,14,384,21,1,1,1,,,,,
streehu01,2015,1,LAA,AL,P,62,0,187,3,9,0,1,,,,,
strichu01,2015,1,SFN,NL,P,55,0,154,2,7,0,0,,,,,
stromma01,2015,1,TOR,AL,P,4,4,81,5,5,0,0,,,,,
stroppe01,2015,1,CHN,NL,P,76,0,204,2,6,0,0,,,,,
stubbdr01,2015,1,COL,NL,OF,40,21,651,49,2,0,0,,,,,
stubbdr01,2015,2,TEX,AL,OF,24,5,223,11,0,0,0,,,,,
stulter01,2015,1,ATL,NL,P,9,8,143,3,3,0,0,,,,,
suareeu01,2015,1,CIN,NL,3B,1,0,3,0,0,0,0,,,,,
suareeu01,2015,1,CIN,NL,SS,96,95,2524,147,265,19,59,,,,,
sucreje01,2015,1,SEA,AL,C,50,43,1138,349,28,3,5,3,,13,13,
sucreje01,2015,1,SEA,AL,P,2,0,6,0,0,0,0,,,,,
surkaer01,2015,1,LAN,NL,P,1,0,10,0,0,0,0,,,,,
susacan01,2015,1,SFN,NL,C,40,33,908,222,18,4,3,3,,29,6,
suzukic01,2015,1,MIA,NL,OF,109,88,2469,217,5,0,0,,,,,
suzukic01,2015,1,MIA,NL,P,1,0,3,0,0,0,0,,,,,
suzukku01,2015,1,MIN,AL,C,130,123,3288,825,35,3,8,3,,80,14,
swarzan01,2015,1,CLE,AL,P,10,0,40,0,2,0,0,,,,,
sweenda02,2015,1,PHI,NL,2B,9,8,200,14,13,2,4,,,,,
sweenda02,2015,1,PHI,NL,3B,1,0,6,0,0,0,0,,,,,
sweenda02,2015,1,PHI,NL,OF,14,13,329,21,1,1,0,,,,,
swihabl01,2015,1,BOS,AL,C,83,78,2064,570,39,3,4,16,,41,16,
swishni01,2015,1,CLE,AL,OF,1,1,24,0,0,1,0,,,,,
swishni01,2015,2,ATL,NL,1B,12,10,255,85,4,0,12,,,,,
swishni01,2015,2,ATL,NL,OF,26,25,600,48,1,1,0,,,,,
syndeno01,2015,1,NYN,NL,P,24,24,450,8,11,2,0,,,,,
szczuma01,2015,1,CHN,NL,OF,33,12,433,24,0,0,0,,,,,
tabatjo01,2015,1,PIT,NL,OF,8,5,130,7,0,0,0,,,,,
tanakma01,2015,1,NYA,AL,P,24,24,462,11,19,0,2,,,,,
tartatr01,2015,1,SLN,NL,C,3,0,24,9,0,0,0,0,,0,0,
tayloch03,2015,1,SEA,AL,2B,4,2,60,5,1,1,1,,,,,
tayloch03,2015,1,SEA,AL,3B,1,0,3,0,0,0,0,,,,,
tayloch03,2015,1,SEA,AL,SS,28,25,694,33,71,3,11,,,,,
taylomi02,2015,1,WAS,NL,OF,132,121,3302,302,6,3,1,,,,,
tazawju01,2015,1,BOS,AL,P,61,0,176,1,4,0,2,,,,,
teafoev01,2015,1,TBA,AL,P,4,0,17,0,1,0,0,,,,,
teagata01,2015,1,CHN,NL,C,6,3,102,30,3,0,0,0,,2,0,
teherju01,2015,1,ATL,NL,P,33,33,602,16,30,1,5,,,,,
teixema01,2015,1,NYA,AL,1B,108,105,2741,897,48,3,76,,,,,
tejadru01,2015,1,NYN,NL,2B,13,11,294,14,32,0,8,,,,,
tejadru01,2015,1,NYN,NL,3B,19,18,469,14,36,2,4,,,,,
tejadru01,2015,1,NYN,NL,SS,81,65,1854,78,189,5,36,,,,,
telisto01,2015,1,TEX,AL,C,4,2,58,14,1,1,0,0,,2,0,
telisto01,2015,2,MIA,NL,C,7,3,93,28,1,0,0,0,,1,1,
teperry01,2015,1,TOR,AL,P,32,0,99,0,4,0,1,,,,,
terdojo01,2015,1,ATL,NL,1B,12,11,288,87,10,0,12,,,,,
terdojo01,2015,1,ATL,NL,OF,2,0,4,0,0,0,0,,,,,
thatcjo01,2015,1,HOU,AL,P,43,0,68,0,3,0,0,,,,,
thayeda01,2015,1,SDN,NL,P,38,0,113,0,2,0,0,,,,,
thielca01,2015,1,MIN,AL,P,6,0,15,1,1,0,0,,,,,
tholejo01,2015,1,TOR,AL,C,18,15,381,87,3,1,0,4,,6,0,
thomaia01,2015,1,ATL,NL,P,5,0,16,1,0,0,0,,,,,
thomaia01,2015,2,LAN,NL,P,9,1,54,1,1,1,0,,,,,
thompaa01,2015,1,MIN,AL,P,41,0,97,4,7,0,0,,,,,
thomptr01,2015,1,CHA,AL,OF,39,32,886,68,0,1,0,,,,,
thornma01,2015,1,WAS,NL,P,60,0,124,2,8,0,1,,,,,
thornty01,2015,1,MIL,NL,P,24,0,103,3,1,0,0,,,,,
tillmch01,2015,1,BAL,AL,P,31,31,519,7,18,1,0,,,,,
tollesh01,2015,1,TEX,AL,P,73,0,217,2,10,0,0,,,,,
tollest01,2015,1,TOR,AL,2B,11,8,222,12,23,0,3,,,,,
tollest01,2015,1,TOR,AL,OF,4,2,54,1,0,1,0,,,,,
tollest01,2015,1,TOR,AL,SS,4,2,66,0,6,0,0,,,,,
tomasya01,2015,1,ARI,NL,1B,4,2,42,12,1,0,2,,,,,
tomasya01,2015,1,ARI,NL,3B,31,31,816,22,45,6,5,,,,,
tomasya01,2015,1,ARI,NL,OF,63,59,1484,113,3,3,0,,,,,
tomlijo01,2015,1,CLE,AL,P,10,10,197,7,5,0,0,,,,,
tomlike01,2015,1,SFN,NL,2B,50,46,1182,82,130,4,30,,,,,
tomlike01,2015,1,SFN,NL,SS,1,0,6,0,0,0,0,,,,,
tonkimi01,2015,1,MIN,AL,P,26,0,70,2,4,0,0,,,,,
torreal01,2015,1,NYN,NL,P,39,0,103,4,3,0,0,,,,,
torreca01,2015,1,NYN,NL,P,59,0,173,5,17,0,1,,,,,
torrero01,2015,1,LAN,NL,2B,4,0,36,2,4,0,1,,,,,
torrero01,2015,1,LAN,NL,3B,3,0,15,0,0,0,0,,,,,
tracyma01,2015,1,NYA,AL,P,1,0,6,0,0,0,0,,,,,
travide01,2015,1,TOR,AL,2B,62,60,1531,112,171,6,39,,,,,
treinbl01,2015,1,WAS,NL,P,60,0,203,4,12,3,2,,,,,
tropeni01,2015,1,LAA,AL,P,8,7,113,2,2,1,0,,,,,
troutmi01,2015,1,LAA,AL,OF,156,155,4088,428,7,0,1,,,,,
trumbma01,2015,1,ARI,NL,1B,1,1,21,5,1,0,1,,,,,
trumbma01,2015,1,ARI,NL,OF,42,40,1034,67,2,1,0,,,,,
trumbma01,2015,2,SEA,AL,1B,22,19,435,150,7,1,12,,,,,
trumbma01,2015,2,SEA,AL,OF,46,42,976,57,2,3,0,,,,,
tsaoch01,2015,1,LAN,NL,P,5,0,21,0,0,0,0,,,,,
tuckepr01,2015,1,HOU,AL,OF,90,74,1965,121,2,1,0,,,,,
tuivasa01,2015,1,SLN,NL,P,14,0,44,2,2,0,0,,,,,
tulowtr01,2015,1,COL,NL,SS,82,81,2056,107,241,8,59,,,,,
tulowtr01,2015,2,TOR,AL,SS,39,39,1020,46,120,0,26,,,,,
turneju01,2015,1,LAN,NL,1B,10,6,179,53,5,1,6,,,,,
turneju01,2015,1,LAN,NL,2B,5,3,82,1,10,0,2,,,,,
turneju01,2015,1,LAN,NL,3B,100,88,2322,39,175,9,18,,,,,
turneju01,2015,1,LAN,NL,SS,1,1,18,2,2,1,1,,,,,
turnetr01,2015,1,WAS,NL,2B,12,6,176,19,22,1,5,,,,,
turnetr01,2015,1,WAS,NL,SS,6,2,77,3,4,1,2,,,,,
ueharko01,2015,1,BOS,AL,P,43,0,121,2,2,0,0,,,,,
ugglada01,2015,1,WAS,NL,1B,1,0,3,0,0,0,0,,,,,
ugglada01,2015,1,WAS,NL,2B,31,21,694,39,62,2,9,,,,,
uptonbj01,2015,1,SDN,NL,OF,63,47,1324,116,6,1,0,,,,,
uptonju01,2015,1,SDN,NL,OF,146,145,3781,235,9,3,0,,,,,
urenajo01,2015,1,MIA,NL,P,20,9,185,0,12,0,1,,,,,
uribeju01,2015,1,LAN,NL,3B,24,22,552,9,44,1,3,,,,,
uribeju01,2015,2,ATL,NL,2B,1,1,18,2,2,0,0,,,,,
uribeju01,2015,2,ATL,NL,3B,42,37,1012,18,79,6,14,,,,,
uribeju01,2015,3,NYN,NL,2B,7,6,143,6,12,0,4,,,,,
uribeju01,2015,3,NYN,NL,3B,26,22,636,7,46,2,1,,,,,
urruthe01,2015,1,BAL,AL,OF,8,8,219,14,1,0,0,,,,,
urshegi01,2015,1,CLE,AL,3B,80,76,2046,41,145,6,17,,,,,
utleych01,2015,1,PHI,NL,1B,4,2,57,19,2,0,2,,,,,
utleych01,2015,1,PHI,NL,2B,62,62,1561,100,149,6,32,,,,,
utleych01,2015,2,LAN,NL,1B,2,1,30,12,2,0,0,,,,,
utleych01,2015,2,LAN,NL,2B,26,25,693,54,81,2,21,,,,,
utleych01,2015,2,LAN,NL,3B,3,3,75,1,8,0,0,,,,,
valbulu01,2015,1,HOU,AL,1B,31,27,651,205,13,1,12,,,,,
valbulu01,2015,1,HOU,AL,2B,1,0,3,0,2,0,0,,,,,
valbulu01,2015,1,HOU,AL,3B,99,93,2505,54,168,6,20,,,,,
valdejo02,2015,1,MIA,NL,OF,1,1,27,1,0,0,0,,,,,
