yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2015,ARI,NL,goldspa01,1B,3100000,2014,1,ARI,NL,109,684,75,122,39,1,0
2015,ARI,NL,hillaa01,3B,12000000,2014,1,ARI,NL,133,660,52,122,26,3,0
2015,ARI,NL,inciaen01,OF,513000,2014,1,ARI,NL,118,650,54,116,18,2,0
2015,ARI,NL,lairdge01,C,1000000,2014,1,ATL,NL,53,644,12,31,8,0,0
2015,ARI,NL,owingch01,SS,512500,2014,1,ARI,NL,91,642,34,81,15,6,0
2015,ARI,NL,pennicl01,SS,3275000,2014,1,ARI,NL,68,633,21,45,5,3,0
2015,ARI,NL,peralda01,OF,1024000,2014,1,ARI,NL,88,624,40,94,12,9,0
2015,ARI,NL,polloaj01,OF,519500,2014,1,ARI,NL,75,622,41,80,19,6,0
2015,ARI,NL,trumbma01,OF,6900000,2014,1,ARI,NL,88,619,37,77,15,1,0
2015,ATL,NL,callaal01,3B,3000000,2014,1,OAK,AL,127,617,37,90,15,0,0
2015,ATL,NL,freemfr01,1B,8500000,2014,1,ATL,NL,162,616,93,175,43,4,0
2015,ATL,NL,gomesjo01,OF,4000000,2014,1,BOS,AL,78,613,22,49,7,0,1
2015,ATL,NL,johnsch05,3B,6000000,2014,1,ATL,NL,153,613,43,153,27,0,1
2015,ATL,NL,johnske05,3B,1500000,2014,1,NYA,AL,77,611,21,44,9,2,1
2015,ATL,NL,markani01,OF,11000000,2014,1,BAL,AL,155,611,81,177,27,1,1
2015,ATL,NL,maybica01,OF,7000000,2014,1,SDN,NL,95,610,24,59,13,4,1
2015,ATL,NL,pierzaj01,C,2000000,2014,1,BOS,AL,72,610,19,65,10,1,1
2015,ATL,NL,simmoan01,SS,3000000,2014,1,ATL,NL,146,609,44,132,18,4,1
2015,ATL,NL,younger03,OF,1000000,2014,1,NYN,NL,100,608,48,64,10,5,1
2015,BAL,AL,cabreev01,SS,2400000,2014,1,SDN,NL,90,607,36,83,13,1,1
2015,BAL,AL,davisch02,3B,12000000,2014,1,BAL,AL,127,602,65,88,16,0,1
2015,BAL,AL,deazaal01,OF,5000000,2014,1,CHA,AL,122,601,45,96,19,5,1
2015,BAL,AL,flahery01,SS,1075000,2014,1,BAL,AL,102,600,33,62,15,1,1
2015,BAL,AL,hardyjj01,SS,11500000,2014,1,BAL,AL,141,598,56,142,28,0,1
2015,BAL,AL,jonesad01,OF,13333333,2014,1,BAL,AL,159,597,88,181,30,2,1
2015,BAL,AL,josepca01,C,515000,2014,1,BAL,AL,82,596,22,51,9,0,1
2015,BAL,AL,loughda01,OF,525500,2014,1,BAL,AL,112,595,31,43,6,3,1
2015,BAL,AL,machama01,3B,548000,2014,1,BAL,AL,82,595,38,91,14,0,1
2015,BAL,AL,pearcst01,OF,3700000,2014,1,BAL,AL,102,593,51,99,26,0,1
2015,BAL,AL,schoojo01,3B,515000,2014,1,BAL,AL,137,593,48,95,18,0,2
2015,BAL,AL,snidetr01,P,2100000,2014,1,PIT,NL,140,591,37,85,15,1,2
2015,BAL,AL,youngde03,OF,2250000,2014,1,BAL,AL,83,591,27,73,11,1,2
2015,BOS,AL,bettsmo01,OF,514500,2014,1,BOS,AL,52,590,34,55,12,1,2
2015,BOS,AL,bogaexa01,SS,543000,2014,1,BOS,AL,144,589,60,129,28,1,2
2015,BOS,AL,bradlja02,OF,528000,2014,1,BOS,AL,127,589,45,76,19,2,2
2015,BOS,AL,craigal01,OF,5500000,2014,1,SLN,NL,97,588,34,87,17,1,2
2015,BOS,AL,hanigry01,C,3500000,2014,1,TBA,AL,84,585,18,49,9,0,2
2015,BOS,AL,holtbr01,SS,530500,2014,1,BOS,AL,106,582,68,126,23,5,2
2015,BOS,AL,napolmi01,1B,16000000,2014,1,BOS,AL,119,582,49,103,20,0,2
2015,BOS,AL,navada01,OF,1850000,2014,1,BOS,AL,113,579,41,98,21,0,2
2015,BOS,AL,ortizda01,1B,16000000,2014,1,BOS,AL,142,578,59,136,27,0,2
2015,BOS,AL,pedrodu01,2B,12500000,2014,1,BOS,AL,135,575,72,153,33,0,2
2015,BOS,AL,ramirha01,SS,19750000,2014,1,LAN,NL,128,574,64,127,35,0,2
2015,BOS,AL,sandopa01,3B,17600000,2014,1,SFN,NL,157,574,68,164,26,3,2
2015,CHA,AL,abreujo02,1B,8666000,2014,1,CHA,AL,145,573,80,176,35,2,2
2015,CHA,AL,beckhgo01,SS,2000000,2014,1,CHA,AL,101,570,43,86,24,0,2
2015,CHA,AL,bonifem01,SS,3000000,2014,1,CHN,NL,69,569,35,77,14,3,2
2015,CHA,AL,cabreme01,OF,13000000,2014,1,TOR,AL,139,568,81,171,35,3,2
2015,CHA,AL,eatonad02,OF,850000,2014,1,CHA,AL,123,566,76,146,26,10,3
2015,CHA,AL,flowety01,C,2675000,2014,1,CHA,AL,127,565,42,98,16,1,3
2015,CHA,AL,garciav01,OF,523000,2014,1,CHA,AL,46,564,19,42,8,0,3
2015,CHA,AL,gillaco01,3B,550000,2014,1,CHA,AL,130,563,50,131,31,5,3
2015,CHA,AL,larocad01,1B,12000000,2014,1,WAS,NL,140,563,73,128,19,0,3
2015,CHA,AL,ramiral03,SS,10000000,2014,1,CHA,AL,158,561,82,170,35,2,3
2015,CHN,NL,alcanar01,OF,510000,2014,1,CHN,NL,70,560,31,57,11,2,3
2015,CHN,NL,castiwe01,C,2100000,2014,1,CHN,NL,110,558,28,90,19,0,3
2015,CHN,NL,castrst01,SS,6857143,2014,1,CHN,NL,134,556,58,154,33,1,3
